Mērvienība,Vidējais,Mediāna,P95,P99,Maks.,Periods,Daļa_periodā,Maks_pārsniegums
ms,14.098516303453255,14.065558090806007,19.783302873838693,22.173521267250177,67.486765794456,200.0,1.0,0.0
