time_s,reference_heading_deg,reference_heading_continuous_deg,PID_tuned_heading_deg,PID_tuned_heading_continuous_deg,PID_tuned_heading_error_deg,Fossen_PID/SMC_heading_deg,Fossen_PID/SMC_heading_continuous_deg,Fossen_PID/SMC_heading_error_deg,PID_5_Hz_heading_deg,PID_5_Hz_heading_continuous_deg,PID_5_Hz_heading_error_deg,NMPC_offset-free_N12_heading_deg,NMPC_offset-free_N12_heading_continuous_deg,NMPC_offset-free_N12_heading_error_deg,reference_depth_m,PID_tuned_depth_m,PID_tuned_depth_error_m,Fossen_PID/SMC_depth_m,Fossen_PID/SMC_depth_error_m,PID_5_Hz_depth_m,PID_5_Hz_depth_error_m,NMPC_offset-free_N12_depth_m,NMPC_offset-free_N12_depth_error_m
0.000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.020,0.000000,0.000000,360.000000,-0.000000,-0.000000,360.000000,-0.000000,-0.000000,360.000000,-0.000000,-0.000000,360.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
0.060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000000,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012,0.000012
0.080,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000003,0.000003,0.000003,0.000000,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029,0.000029
0.100,0.000000,0.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000006,0.000006,0.000006,0.000000,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
0.120,0.000000,0.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000011,0.000011,0.000011,0.000000,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094
0.140,0.000000,0.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000016,0.000016,0.000016,0.000000,0.000146,0.000146,0.000146,0.000146,0.000146,0.000146,0.000146,0.000146
0.160,0.000000,0.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000008,0.000008,0.000008,0.000023,0.000023,0.000023,0.000000,0.000211,0.000211,0.000211,0.000211,0.000211,0.000211,0.000211,0.000211
0.180,0.000000,0.000000,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000030,0.000030,0.000030,0.000000,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291
0.200,0.000000,0.000000,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000013,0.000013,0.000013,0.000038,0.000038,0.000038,0.000000,0.000385,0.000385,0.000385,0.000385,0.000385,0.000385,0.000385,0.000385
0.220,0.000000,0.000000,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000014,0.000014,0.000014,0.000046,0.000046,0.000046,0.000000,0.000493,0.000493,0.000493,0.000493,0.000494,0.000494,0.000494,0.000494
0.240,0.000000,0.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000014,0.000014,0.000014,0.000053,0.000053,0.000053,0.000000,0.000616,0.000616,0.000616,0.000616,0.000617,0.000617,0.000617,0.000617
0.260,0.000000,0.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000010,0.000010,0.000010,0.000058,0.000058,0.000058,0.000000,0.000752,0.000752,0.000752,0.000752,0.000753,0.000753,0.000754,0.000754
0.280,0.000000,0.000000,359.999993,-0.000007,-0.000007,359.999993,-0.000007,-0.000007,0.000002,0.000002,0.000002,0.000061,0.000061,0.000061,0.000000,0.000900,0.000900,0.000900,0.000900,0.000902,0.000902,0.000902,0.000902
0.300,0.000000,0.000000,359.999976,-0.000024,-0.000024,359.999976,-0.000024,-0.000024,359.999988,-0.000012,-0.000012,0.000059,0.000059,0.000059,0.000000,0.001059,0.001059,0.001059,0.001059,0.001061,0.001061,0.001062,0.001062
0.320,0.000000,0.000000,359.999951,-0.000049,-0.000049,359.999951,-0.000049,-0.000049,359.999966,-0.000034,-0.000034,0.000052,0.000052,0.000052,0.000000,0.001227,0.001227,0.001227,0.001227,0.001230,0.001230,0.001231,0.001231
0.340,0.000000,0.000000,359.999916,-0.000084,-0.000084,359.999917,-0.000083,-0.000083,359.999935,-0.000065,-0.000065,0.000039,0.000039,0.000039,0.000000,0.001404,0.001404,0.001404,0.001404,0.001407,0.001407,0.001409,0.001409
0.360,0.000000,0.000000,359.999869,-0.000131,-0.000131,359.999870,-0.000130,-0.000130,359.999893,-0.000107,-0.000107,0.000017,0.000017,0.000017,0.000000,0.001587,0.001587,0.001587,0.001587,0.001592,0.001592,0.001594,0.001594
0.380,0.000000,0.000000,359.999810,-0.000190,-0.000190,359.999811,-0.000189,-0.000189,359.999839,-0.000161,-0.000161,359.999985,-0.000015,-0.000015,0.000000,0.001776,0.001776,0.001776,0.001776,0.001782,0.001782,0.001785,0.001785
0.400,0.000000,0.000000,359.999735,-0.000265,-0.000265,359.999737,-0.000263,-0.000263,359.999771,-0.000229,-0.000229,359.999942,-0.000058,-0.000058,0.000000,0.001970,0.001970,0.001970,0.001970,0.001976,0.001976,0.001980,0.001980
0.420,0.000000,0.000000,359.999645,-0.000355,-0.000355,359.999647,-0.000353,-0.000353,359.999687,-0.000313,-0.000313,359.999886,-0.000114,-0.000114,0.000000,0.002166,0.002166,0.002166,0.002166,0.002173,0.002173,0.002179,0.002179
0.440,0.000000,0.000000,359.999536,-0.000464,-0.000464,359.999539,-0.000461,-0.000461,359.999586,-0.000414,-0.000414,359.999817,-0.000183,-0.000183,0.000000,0.002364,0.002364,0.002364,0.002364,0.002372,0.002372,0.002379,0.002379
0.460,0.000000,0.000000,359.999409,-0.000591,-0.000591,359.999412,-0.000588,-0.000588,359.999466,-0.000534,-0.000534,359.999732,-0.000268,-0.000268,0.000000,0.002562,0.002562,0.002562,0.002562,0.002572,0.002572,0.002580,0.002580
0.480,0.000000,0.000000,359.999262,-0.000738,-0.000738,359.999265,-0.000735,-0.000735,359.999327,-0.000673,-0.000673,359.999632,-0.000368,-0.000368,0.000000,0.002760,0.002760,0.002760,0.002760,0.002770,0.002770,0.002781,0.002781
0.500,0.000000,0.000000,359.999095,-0.000905,-0.000905,359.999098,-0.000902,-0.000902,359.999168,-0.000832,-0.000832,359.999515,-0.000485,-0.000485,0.000000,0.002955,0.002955,0.002955,0.002955,0.002967,0.002967,0.002980,0.002980
0.520,0.000000,0.000000,359.998907,-0.001093,-0.001093,359.998910,-0.001090,-0.001090,359.998987,-0.001013,-0.001013,359.999380,-0.000620,-0.000620,0.000000,0.003147,0.003147,0.003147,0.003147,0.003160,0.003160,0.003175,0.003175
0.540,0.000000,0.000000,359.998697,-0.001303,-0.001303,359.998700,-0.001300,-0.001300,359.998784,-0.001216,-0.001216,359.999228,-0.000772,-0.000772,0.000000,0.003335,0.003335,0.003335,0.003335,0.003349,0.003349,0.003367,0.003367
0.560,0.000000,0.000000,359.998467,-0.001533,-0.001533,359.998470,-0.001530,-0.001530,359.998560,-0.001440,-0.001440,359.999059,-0.000941,-0.000941,0.000000,0.003518,0.003518,0.003518,0.003518,0.003534,0.003534,0.003555,0.003555
0.580,0.000000,0.000000,359.998215,-0.001785,-0.001785,359.998219,-0.001781,-0.001781,359.998314,-0.001686,-0.001686,359.998871,-0.001129,-0.001129,0.000000,0.003696,0.003696,0.003696,0.003696,0.003713,0.003713,0.003737,0.003737
0.600,0.000000,0.000000,359.997944,-0.002056,-0.002056,359.997947,-0.002053,-0.002053,359.998047,-0.001953,-0.001953,359.998666,-0.001334,-0.001334,0.000000,0.003868,0.003868,0.003868,0.003868,0.003885,0.003885,0.003914,0.003914
0.620,0.000000,0.000000,359.997654,-0.002346,-0.002346,359.997657,-0.002343,-0.002343,359.997758,-0.002242,-0.002242,359.998445,-0.001555,-0.001555,0.000000,0.004033,0.004033,0.004033,0.004033,0.004052,0.004052,0.004084,0.004084
0.640,0.000000,0.000000,359.997345,-0.002655,-0.002655,359.997348,-0.002652,-0.002652,359.997451,-0.002549,-0.002549,359.998208,-0.001792,-0.001792,0.000000,0.004192,0.004192,0.004192,0.004192,0.004211,0.004211,0.004248,0.004248
0.660,0.000000,0.000000,359.997020,-0.002980,-0.002980,359.997023,-0.002977,-0.002977,359.997125,-0.002875,-0.002875,359.997956,-0.002044,-0.002044,0.000000,0.004345,0.004345,0.004345,0.004345,0.004364,0.004364,0.004406,0.004406
0.680,0.000000,0.000000,359.996679,-0.003321,-0.003321,359.996682,-0.003318,-0.003318,359.996783,-0.003217,-0.003217,359.997690,-0.002310,-0.002310,0.000000,0.004491,0.004491,0.004491,0.004491,0.004510,0.004510,0.004557,0.004557
0.700,0.000000,0.000000,359.996324,-0.003676,-0.003676,359.996327,-0.003673,-0.003673,359.996426,-0.003574,-0.003574,359.997412,-0.002588,-0.002588,0.000000,0.004630,0.004630,0.004630,0.004630,0.004650,0.004650,0.004702,0.004702
0.720,0.000000,0.000000,359.995957,-0.004043,-0.004043,359.995960,-0.004040,-0.004040,359.996054,-0.003946,-0.003946,359.997123,-0.002877,-0.002877,0.000000,0.004764,0.004764,0.004764,0.004764,0.004784,0.004784,0.004841,0.004841
0.740,0.000000,0.000000,359.995578,-0.004422,-0.004422,359.995581,-0.004419,-0.004419,359.995670,-0.004330,-0.004330,359.996823,-0.003177,-0.003177,0.000000,0.004892,0.004892,0.004892,0.004892,0.004912,0.004912,0.004975,0.004975
0.760,0.000000,0.000000,359.995189,-0.004811,-0.004811,359.995193,-0.004807,-0.004807,359.995274,-0.004726,-0.004726,359.996514,-0.003486,-0.003486,0.000000,0.005016,0.005016,0.005016,0.005016,0.005035,0.005035,0.005103,0.005103
0.780,0.000000,0.000000,359.994791,-0.005209,-0.005209,359.994796,-0.005204,-0.005204,359.994867,-0.005133,-0.005133,359.996196,-0.003804,-0.003804,0.000000,0.005135,0.005135,0.005135,0.005135,0.005153,0.005153,0.005227,0.005227
0.800,0.000000,0.000000,359.994386,-0.005614,-0.005614,359.994392,-0.005608,-0.005608,359.994450,-0.005550,-0.005550,359.995872,-0.004128,-0.004128,0.000000,0.005250,0.005250,0.005250,0.005250,0.005267,0.005267,0.005347,0.005347
0.820,0.000000,0.000000,359.993975,-0.006025,-0.006025,359.993983,-0.006017,-0.006017,359.994024,-0.005976,-0.005976,359.995541,-0.004459,-0.004459,0.000000,0.005363,0.005363,0.005363,0.005363,0.005378,0.005378,0.005464,0.005464
0.840,0.000000,0.000000,359.993559,-0.006441,-0.006441,359.993568,-0.006432,-0.006432,359.993590,-0.006410,-0.006410,359.995204,-0.004796,-0.004796,0.000000,0.005473,0.005473,0.005473,0.005473,0.005487,0.005487,0.005578,0.005578
0.860,0.000000,0.000000,359.993138,-0.006862,-0.006862,359.993150,-0.006850,-0.006850,359.993151,-0.006849,-0.006849,359.994863,-0.005137,-0.005137,0.000000,0.005582,0.005582,0.005582,0.005582,0.005594,0.005594,0.005690,0.005690
0.880,0.000000,0.000000,359.992715,-0.007285,-0.007285,359.992729,-0.007271,-0.007271,359.992707,-0.007293,-0.007293,359.994518,-0.005482,-0.005482,0.000000,0.005690,0.005690,0.005690,0.005690,0.005699,0.005699,0.005801,0.005801
0.900,0.000000,0.000000,359.992288,-0.007712,-0.007712,359.992306,-0.007694,-0.007694,359.992259,-0.007741,-0.007741,359.994170,-0.005830,-0.005830,0.000000,0.005799,0.005799,0.005799,0.005799,0.005805,0.005805,0.005911,0.005911
0.920,0.000000,0.000000,359.991860,-0.008140,-0.008140,359.991882,-0.008118,-0.008118,359.991807,-0.008193,-0.008193,359.993820,-0.006180,-0.006180,0.000000,0.005909,0.005909,0.005909,0.005909,0.005912,0.005912,0.006022,0.006022
0.940,0.000000,0.000000,359.991430,-0.008570,-0.008570,359.991456,-0.008544,-0.008544,359.991353,-0.008647,-0.008647,359.993467,-0.006533,-0.006533,0.000000,0.006021,0.006021,0.006021,0.006021,0.006021,0.006021,0.006134,0.006134
0.960,0.000000,0.000000,359.990999,-0.009001,-0.009001,359.991030,-0.008970,-0.008970,359.990896,-0.009104,-0.009104,359.993111,-0.006889,-0.006889,0.000000,0.006136,0.006136,0.006136,0.006136,0.006131,0.006131,0.006247,0.006247
0.980,0.000000,0.000000,359.990568,-0.009432,-0.009432,359.990603,-0.009397,-0.009397,359.990435,-0.009565,-0.009565,359.992754,-0.007246,-0.007246,0.000000,0.006254,0.006254,0.006254,0.006254,0.006245,0.006245,0.006363,0.006363
1.000,0.000000,0.000000,359.990136,-0.009864,-0.009864,359.990177,-0.009823,-0.009823,359.989972,-0.010028,-0.010028,359.992393,-0.007607,-0.007607,0.000000,0.006377,0.006377,0.006377,0.006377,0.006363,0.006363,0.006481,0.006481
1.020,0.000000,0.000000,359.989705,-0.010295,-0.010295,359.989750,-0.010250,-0.010250,359.989505,-0.010495,-0.010495,359.992029,-0.007971,-0.007971,0.000000,0.006505,0.006505,0.006504,0.006504,0.006486,0.006486,0.006604,0.006604
1.040,0.000000,0.000000,359.989274,-0.010726,-0.010726,359.989325,-0.010675,-0.010675,359.989037,-0.010963,-0.010963,359.991663,-0.008337,-0.008337,0.000000,0.006638,0.006638,0.006638,0.006638,0.006614,0.006614,0.006730,0.006730
1.060,0.000000,0.000000,359.988844,-0.011156,-0.011156,359.988899,-0.011101,-0.011101,359.988568,-0.011432,-0.011432,359.991294,-0.008706,-0.008706,0.000000,0.006779,0.006779,0.006778,0.006778,0.006748,0.006748,0.006862,0.006862
1.080,0.000000,0.000000,359.988416,-0.011584,-0.011584,359.988475,-0.011525,-0.011525,359.988099,-0.011901,-0.011901,359.990924,-0.009076,-0.009076,0.000000,0.006926,0.006926,0.006926,0.006926,0.006890,0.006890,0.006999,0.006999
1.100,0.000000,0.000000,359.987989,-0.012011,-0.012011,359.988051,-0.011949,-0.011949,359.987631,-0.012369,-0.012369,359.990550,-0.009450,-0.009450,0.000000,0.007082,0.007082,0.007081,0.007081,0.007039,0.007039,0.007141,0.007141
1.120,0.000000,0.000000,359.987565,-0.012435,-0.012435,359.987629,-0.012371,-0.012371,359.987164,-0.012836,-0.012836,359.990174,-0.009826,-0.009826,0.000000,0.007246,0.007246,0.007245,0.007245,0.007196,0.007196,0.007291,0.007291
1.140,0.000000,0.000000,359.987144,-0.012856,-0.012856,359.987208,-0.012792,-0.012792,359.986700,-0.013300,-0.013300,359.989796,-0.010204,-0.010204,0.000000,0.007418,0.007418,0.007418,0.007418,0.007363,0.007363,0.007447,0.007447
1.160,0.000000,0.000000,359.986728,-0.013272,-0.013272,359.986790,-0.013210,-0.013210,359.986238,-0.013762,-0.013762,359.989416,-0.010584,-0.010584,0.000000,0.007601,0.007601,0.007600,0.007600,0.007538,0.007538,0.007611,0.007611
1.180,0.000000,0.000000,359.986317,-0.013683,-0.013683,359.986375,-0.013625,-0.013625,359.985780,-0.014220,-0.014220,359.989033,-0.010967,-0.010967,0.000000,0.007793,0.007793,0.007792,0.007792,0.007724,0.007724,0.007782,0.007782
1.200,0.000000,0.000000,359.985912,-0.014088,-0.014088,359.985963,-0.014037,-0.014037,359.985327,-0.014673,-0.014673,359.988648,-0.011352,-0.011352,0.000000,0.007995,0.007995,0.007995,0.007995,0.007920,0.007920,0.007961,0.007961
1.220,0.000000,0.000000,359.985515,-0.014485,-0.014485,359.985556,-0.014444,-0.014444,359.984878,-0.015122,-0.015122,359.988260,-0.011740,-0.011740,0.000000,0.008209,0.008209,0.008208,0.008208,0.008126,0.008126,0.008149,0.008149
1.240,0.000000,0.000000,359.985127,-0.014873,-0.014873,359.985155,-0.014845,-0.014845,359.984437,-0.015563,-0.015563,359.987871,-0.012129,-0.012129,0.000000,0.008434,0.008434,0.008433,0.008433,0.008345,0.008345,0.008346,0.008346
1.260,0.000000,0.000000,359.984750,-0.015250,-0.015250,359.984761,-0.015239,-0.015239,359.984006,-0.015994,-0.015994,359.987483,-0.012517,-0.012517,0.000000,0.008670,0.008670,0.008670,0.008670,0.008575,0.008575,0.008553,0.008553
1.280,0.000000,0.000000,359.984386,-0.015614,-0.015614,359.984375,-0.015625,-0.015625,359.983590,-0.016410,-0.016410,359.987095,-0.012905,-0.012905,0.000000,0.008920,0.008920,0.008919,0.008919,0.008818,0.008818,0.008770,0.008770
1.300,0.000000,0.000000,359.984036,-0.015964,-0.015964,359.983999,-0.016001,-0.016001,359.983189,-0.016811,-0.016811,359.986711,-0.013289,-0.013289,0.000000,0.009182,0.009182,0.009181,0.009181,0.009074,0.009074,0.008997,0.008997
1.320,0.000000,0.000000,359.983704,-0.016296,-0.016296,359.983636,-0.016364,-0.016364,359.982806,-0.017194,-0.017194,359.986331,-0.013669,-0.013669,0.000000,0.009457,0.009457,0.009456,0.009456,0.009344,0.009344,0.009235,0.009235
1.340,0.000000,0.000000,359.983390,-0.016610,-0.016610,359.983285,-0.016715,-0.016715,359.982443,-0.017557,-0.017557,359.985956,-0.014044,-0.014044,0.000000,0.009745,0.009745,0.009744,0.009744,0.009627,0.009627,0.009485,0.009485
1.360,0.000000,0.000000,359.983096,-0.016904,-0.016904,359.982948,-0.017052,-0.017052,359.982102,-0.017898,-0.017898,359.985586,-0.014414,-0.014414,0.000000,0.010047,0.010047,0.010046,0.010046,0.009926,0.009926,0.009746,0.009746
1.380,0.000000,0.000000,359.982823,-0.017177,-0.017177,359.982627,-0.017373,-0.017373,359.981784,-0.018216,-0.018216,359.985223,-0.014777,-0.014777,0.000000,0.010363,0.010363,0.010362,0.010362,0.010239,0.010239,0.010020,0.010020
1.400,0.000000,0.000000,359.982574,-0.017426,-0.017426,359.982324,-0.017676,-0.017676,359.981491,-0.018509,-0.018509,359.984868,-0.015132,-0.015132,0.000000,0.010693,0.010693,0.010692,0.010692,0.010566,0.010566,0.010306,0.010306
1.420,0.000000,0.000000,359.982350,-0.017650,-0.017650,359.982039,-0.017961,-0.017961,359.981226,-0.018774,-0.018774,359.984521,-0.015479,-0.015479,0.000000,0.011038,0.011038,0.011037,0.011037,0.010910,0.010910,0.010606,0.010606
1.440,0.000000,0.000000,359.982153,-0.017847,-0.017847,359.981776,-0.018224,-0.018224,359.980989,-0.019011,-0.019011,359.984186,-0.015814,-0.015814,0.000000,0.011397,0.011397,0.011396,0.011396,0.011268,0.011268,0.010919,0.010919
1.460,0.000000,0.000000,359.981984,-0.018016,-0.018016,359.981534,-0.018466,-0.018466,359.980786,-0.019214,-0.019214,359.983865,-0.016135,-0.016135,0.000000,0.011771,0.011771,0.011771,0.011771,0.011643,0.011643,0.011247,0.011247
1.480,0.000000,0.000000,359.981846,-0.018154,-0.018154,359.981315,-0.018685,-0.018685,359.980617,-0.019383,-0.019383,359.983559,-0.016441,-0.016441,0.000000,0.012161,0.012161,0.012160,0.012160,0.012034,0.012034,0.011589,0.011589
1.500,0.000000,0.000000,359.981738,-0.018262,-0.018262,359.981122,-0.018878,-0.018878,359.980485,-0.019515,-0.019515,359.983272,-0.016728,-0.016728,0.000000,0.012565,0.012565,0.012564,0.012564,0.012441,0.012441,0.011947,0.011947
1.520,0.000000,0.000000,359.981664,-0.018336,-0.018336,359.980955,-0.019045,-0.019045,359.980394,-0.019606,-0.019606,359.983006,-0.016994,-0.016994,0.000000,0.012984,0.012984,0.012983,0.012983,0.012865,0.012865,0.012320,0.012320
1.540,0.000000,0.000000,359.981624,-0.018376,-0.018376,359.980817,-0.019183,-0.019183,359.980344,-0.019656,-0.019656,359.982762,-0.017238,-0.017238,0.000000,0.013418,0.013418,0.013417,0.013417,0.013306,0.013306,0.012710,0.012710
1.560,0.000000,0.000000,359.981619,-0.018381,-0.018381,359.980706,-0.019294,-0.019294,359.980338,-0.019662,-0.019662,359.982543,-0.017457,-0.017457,0.000000,0.013868,0.013868,0.013867,0.013867,0.013763,0.013763,0.013116,0.013116
1.580,0.000000,0.000000,359.981650,-0.018350,-0.018350,359.980626,-0.019374,-0.019374,359.980377,-0.019623,-0.019623,359.982351,-0.017649,-0.017649,0.000000,0.014332,0.014332,0.014331,0.014331,0.014236,0.014236,0.013540,0.013540
1.600,0.000000,0.000000,359.981717,-0.018283,-0.018283,359.980576,-0.019424,-0.019424,359.980463,-0.019537,-0.019537,359.982186,-0.017814,-0.017814,0.000000,0.014811,0.014811,0.014810,0.014810,0.014727,0.014727,0.013981,0.013981
1.620,0.000000,0.000000,359.981821,-0.018179,-0.018179,359.980556,-0.019444,-0.019444,359.980597,-0.019403,-0.019403,359.982051,-0.017949,-0.017949,0.000000,0.015305,0.015305,0.015304,0.015304,0.015234,0.015234,0.014440,0.014440
1.640,0.000000,0.000000,359.981961,-0.018039,-0.018039,359.980568,-0.019432,-0.019432,359.980778,-0.019222,-0.019222,359.981949,-0.018051,-0.018051,0.000000,0.015813,0.015813,0.015812,0.015812,0.015757,0.015757,0.014917,0.014917
1.660,0.000000,0.000000,359.982137,-0.017863,-0.017863,359.980610,-0.019390,-0.019390,359.981006,-0.018994,-0.018994,359.981883,-0.018117,-0.018117,0.000000,0.016335,0.016335,0.016334,0.016334,0.016296,0.016296,0.015414,0.015414
1.680,0.000000,0.000000,359.982350,-0.017650,-0.017650,359.980684,-0.019316,-0.019316,359.981279,-0.018721,-0.018721,359.981855,-0.018145,-0.018145,0.000000,0.016871,0.016871,0.016870,0.016870,0.016850,0.016850,0.015930,0.015930
1.700,0.000000,0.000000,359.982598,-0.017402,-0.017402,359.980788,-0.019212,-0.019212,359.981597,-0.018403,-0.018403,359.981869,-0.018131,-0.018131,0.000000,0.017420,0.017420,0.017419,0.017419,0.017419,0.017419,0.016466,0.016466
1.720,0.000000,0.000000,359.982880,-0.017120,-0.017120,359.980922,-0.019078,-0.019078,359.981961,-0.018039,-0.018039,359.981926,-0.018074,-0.018074,0.000000,0.017983,0.017983,0.017982,0.017982,0.018003,0.018003,0.017023,0.017023
1.740,0.000000,0.000000,359.983196,-0.016804,-0.016804,359.981085,-0.018915,-0.018915,359.982370,-0.017630,-0.017630,359.982027,-0.017973,-0.017973,0.000000,0.018558,0.018558,0.018557,0.018557,0.018601,0.018601,0.017600,0.017600
1.760,0.000000,0.000000,359.983543,-0.016457,-0.016457,359.981275,-0.018725,-0.018725,359.982824,-0.017176,-0.017176,359.982176,-0.017824,-0.017824,0.000000,0.019146,0.019146,0.019145,0.019145,0.019212,0.019212,0.018199,0.018199
1.780,0.000000,0.000000,359.983922,-0.016078,-0.016078,359.981493,-0.018507,-0.018507,359.983325,-0.016675,-0.016675,359.982374,-0.017626,-0.017626,0.000000,0.019745,0.019745,0.019744,0.019744,0.019838,0.019838,0.018819,0.018819
1.800,0.000000,0.000000,359.984330,-0.015670,-0.015670,359.981736,-0.018264,-0.018264,359.983874,-0.016126,-0.016126,359.982623,-0.017377,-0.017377,0.000000,0.020356,0.020356,0.020355,0.020355,0.020476,0.020476,0.019460,0.019460
1.820,0.000000,0.000000,359.984765,-0.015235,-0.015235,359.982003,-0.017997,-0.017997,359.984470,-0.015530,-0.015530,359.982925,-0.017075,-0.017075,0.000000,0.020977,0.020977,0.020976,0.020976,0.021126,0.021126,0.020124,0.020124
1.840,0.000000,0.000000,359.985227,-0.014773,-0.014773,359.982293,-0.017707,-0.017707,359.985106,-0.014894,-0.014894,359.983284,-0.016716,-0.016716,0.000000,0.021608,0.021608,0.021607,0.021607,0.021788,0.021788,0.020810,0.020810
1.860,0.000000,0.000000,359.985712,-0.014288,-0.014288,359.982603,-0.017397,-0.017397,359.985774,-0.014226,-0.014226,359.983700,-0.016300,-0.016300,0.000000,0.022248,0.022248,0.022247,0.022247,0.022459,0.022459,0.021518,0.021518
1.880,0.000000,0.000000,359.986217,-0.013783,-0.013783,359.982931,-0.017069,-0.017069,359.986469,-0.013531,-0.013531,359.984175,-0.015825,-0.015825,0.000000,0.022897,0.022897,0.022897,0.022897,0.023139,0.023139,0.022249,0.022249
1.900,0.000000,0.000000,359.986740,-0.013260,-0.013260,359.983276,-0.016724,-0.016724,359.987187,-0.012813,-0.012813,359.984711,-0.015289,-0.015289,0.000000,0.023555,0.023555,0.023554,0.023554,0.023826,0.023826,0.023002,0.023002
1.920,0.000000,0.000000,359.987278,-0.012722,-0.012722,359.983633,-0.016367,-0.016367,359.987924,-0.012076,-0.012076,359.985310,-0.014690,-0.014690,0.000000,0.024219,0.024219,0.024219,0.024219,0.024520,0.024520,0.023779,0.023779
1.940,0.000000,0.000000,359.987829,-0.012171,-0.012171,359.984001,-0.015999,-0.015999,359.988679,-0.011321,-0.011321,359.985972,-0.014028,-0.014028,0.000000,0.024891,0.024891,0.024891,0.024891,0.025221,0.025221,0.024579,0.024579
1.960,0.000000,0.000000,359.988390,-0.011610,-0.011610,359.984378,-0.015622,-0.015622,359.989448,-0.010552,-0.010552,359.986699,-0.013301,-0.013301,0.000000,0.025569,0.025569,0.025569,0.025569,0.025926,0.025926,0.025402,0.025402
1.980,0.000000,0.000000,359.988957,-0.011043,-0.011043,359.984761,-0.015239,-0.015239,359.990232,-0.009768,-0.009768,359.987493,-0.012507,-0.012507,0.000000,0.026252,0.026252,0.026252,0.026252,0.026636,0.026636,0.026248,0.026248
2.000,0.000000,0.000000,359.989530,-0.010470,-0.010470,359.985148,-0.014852,-0.014852,359.991030,-0.008970,-0.008970,359.988354,-0.011646,-0.011646,0.000000,0.026940,0.026940,0.026940,0.026940,0.027350,0.027350,0.027117,0.027117
2.020,0.000000,0.000000,359.990106,-0.009894,-0.009894,359.985538,-0.014462,-0.014462,359.991843,-0.008157,-0.008157,359.989286,-0.010714,-0.010714,0.000000,0.027632,0.027632,0.027633,0.027633,0.028068,0.028068,0.028008,0.028008
2.040,0.000000,0.000000,359.990682,-0.009318,-0.009318,359.985928,-0.014072,-0.014072,359.992657,-0.007343,-0.007343,359.990289,-0.009711,-0.009711,0.000000,0.028328,0.028328,0.028329,0.028329,0.028787,0.028787,0.028922,0.028922
2.060,0.000000,0.000000,359.991256,-0.008744,-0.008744,359.986316,-0.013684,-0.013684,359.993464,-0.006536,-0.006536,359.991365,-0.008635,-0.008635,0.000000,0.029027,0.029027,0.029028,0.029028,0.029506,0.029506,0.029859,0.029859
2.080,0.000000,0.000000,359.991825,-0.008175,-0.008175,359.986702,-0.013298,-0.013298,359.994256,-0.005744,-0.005744,359.992513,-0.007487,-0.007487,0.000000,0.029729,0.029729,0.029730,0.029730,0.030224,0.030224,0.030817,0.030817
2.100,0.000000,0.000000,359.992388,-0.007612,-0.007612,359.987082,-0.012918,-0.012918,359.995027,-0.004973,-0.004973,359.993735,-0.006265,-0.006265,0.000000,0.030432,0.030432,0.030434,0.030434,0.030940,0.030940,0.031797,0.031797
2.120,0.000000,0.000000,359.992941,-0.007059,-0.007059,359.987455,-0.012545,-0.012545,359.995772,-0.004228,-0.004228,359.995031,-0.004969,-0.004969,0.000000,0.031137,0.031137,0.031139,0.031139,0.031653,0.031653,0.032798,0.032798
2.140,0.000000,0.000000,359.993483,-0.006517,-0.006517,359.987819,-0.012181,-0.012181,359.996488,-0.003512,-0.003512,359.996400,-0.003600,-0.003600,0.000000,0.031843,0.031843,0.031845,0.031845,0.032363,0.032363,0.033821,0.033821
