time_s,reference_heading_deg,reference_heading_continuous_deg,PID_tuned_heading_deg,PID_tuned_heading_continuous_deg,PID_tuned_heading_error_deg,Fossen_PID/SMC_heading_deg,Fossen_PID/SMC_heading_continuous_deg,Fossen_PID/SMC_heading_error_deg,PID_5_Hz_heading_deg,PID_5_Hz_heading_continuous_deg,PID_5_Hz_heading_error_deg,NMPC_offset-free_N12_heading_deg,NMPC_offset-free_N12_heading_continuous_deg,NMPC_offset-free_N12_heading_error_deg,reference_depth_m,PID_tuned_depth_m,PID_tuned_depth_error_m,Fossen_PID/SMC_depth_m,Fossen_PID/SMC_depth_error_m,PID_5_Hz_depth_m,PID_5_Hz_depth_error_m,NMPC_offset-free_N12_depth_m,NMPC_offset-free_N12_depth_error_m
483.940,45.000000,405.000000,45.051886,405.051886,0.051886,33.140175,393.140175,-11.859825,45.027729,405.027729,0.027729,45.033931,405.033931,0.033931,45.000000,45.196115,0.196115,37.933381,-7.066619,45.210161,0.210161,45.018732,0.018732
483.960,45.000000,405.000000,45.051882,405.051882,0.051882,33.152532,393.152532,-11.847468,45.025793,405.025793,0.025793,45.033941,405.033941,0.033941,45.000000,45.195917,0.195917,37.936576,-7.063424,45.209976,0.209976,45.018797,0.018797
483.980,45.000000,405.000000,45.051878,405.051878,0.051878,33.164893,393.164893,-11.835107,45.024312,405.024312,0.024312,45.033952,405.033952,0.033952,45.000000,45.195720,0.195720,37.939772,-7.060228,45.209880,0.209880,45.018864,0.018864
484.000,45.000000,405.000000,45.051874,405.051874,0.051874,33.177254,393.177254,-11.822746,45.023300,405.023300,0.023300,45.033962,405.033962,0.033962,45.000000,45.195526,0.195526,37.942969,-7.057031,45.209868,0.209868,45.018932,0.018932
484.020,45.000000,405.000000,45.051870,405.051870,0.051870,33.189626,393.189626,-11.810374,45.022764,405.022764,0.022764,45.033973,405.033973,0.033973,45.000000,45.195335,0.195335,37.946166,-7.053834,45.209934,0.209934,45.019002,0.019002
484.040,45.000000,405.000000,45.051866,405.051866,0.051866,33.202002,393.202002,-11.797998,45.022722,405.022722,0.022722,45.033983,405.033983,0.033983,45.000000,45.195145,0.195145,37.949364,-7.050636,45.210072,0.210072,45.019073,0.019073
484.060,45.000000,405.000000,45.051861,405.051861,0.051861,33.214382,393.214382,-11.785618,45.023183,405.023183,0.023183,45.033993,405.033993,0.033993,45.000000,45.194957,0.194957,37.952562,-7.047438,45.210274,0.210274,45.019146,0.019146
484.080,45.000000,405.000000,45.051855,405.051855,0.051855,33.226781,393.226781,-11.773219,45.024159,405.024159,0.024159,45.034003,405.034003,0.034003,45.000000,45.194771,0.194771,37.955760,-7.044240,45.210533,0.210533,45.019220,0.019220
484.100,45.000000,405.000000,45.051850,405.051850,0.051850,33.239187,393.239187,-11.760813,45.025648,405.025648,0.025648,45.034013,405.034013,0.034013,45.000000,45.194587,0.194587,37.958958,-7.041042,45.210840,0.210840,45.019294,0.019294
484.120,45.000000,405.000000,45.051844,405.051844,0.051844,33.251610,393.251610,-11.748390,45.027647,405.027647,0.027647,45.034024,405.034024,0.034024,45.000000,45.194404,0.194404,37.962155,-7.037845,45.211188,0.211188,45.019370,0.019370
484.140,45.000000,405.000000,45.051838,405.051838,0.051838,33.264068,393.264068,-11.735932,45.030153,405.030153,0.030153,45.034035,405.034035,0.034035,45.000000,45.194223,0.194223,37.965351,-7.034649,45.211567,0.211567,45.019446,0.019446
484.160,45.000000,405.000000,45.051832,405.051832,0.051832,33.276565,393.276565,-11.723435,45.033158,405.033158,0.033158,45.034047,405.034047,0.034047,45.000000,45.194042,0.194042,37.968546,-7.031454,45.211968,0.211968,45.019522,0.019522
484.180,45.000000,405.000000,45.051826,405.051826,0.051826,33.289104,393.289104,-11.710896,45.036650,405.036650,0.036650,45.034059,405.034059,0.034059,45.000000,45.193862,0.193862,37.971739,-7.028261,45.212383,0.212383,45.019599,0.019599
484.200,45.000000,405.000000,45.051821,405.051821,0.051821,33.301690,393.301690,-11.698310,45.040620,405.040620,0.040620,45.034071,405.034071,0.034071,45.000000,45.193682,0.193682,37.974930,-7.025070,45.212801,0.212801,45.019674,0.019674
484.220,45.000000,405.000000,45.051815,405.051815,0.051815,33.314318,393.314318,-11.685682,45.045054,405.045054,0.045054,45.034084,405.034084,0.034084,45.000000,45.193502,0.193502,37.978118,-7.021882,45.213214,0.213214,45.019749,0.019749
484.240,45.000000,405.000000,45.051810,405.051810,0.051810,33.326973,393.326973,-11.673027,45.049717,405.049717,0.049717,45.034097,405.034097,0.034097,45.000000,45.193322,0.193322,37.981302,-7.018698,45.213589,0.213589,45.019822,0.019822
484.260,45.000000,405.000000,45.051806,405.051806,0.051806,33.339644,393.339644,-11.660356,45.054429,405.054429,0.054429,45.034111,405.034111,0.034111,45.000000,45.193140,0.193140,37.984483,-7.015517,45.213902,0.213902,45.019893,0.019893
484.280,45.000000,405.000000,45.051802,405.051802,0.051802,33.352320,393.352320,-11.647680,45.059049,405.059049,0.059049,45.034126,405.034126,0.034126,45.000000,45.192958,0.192958,37.987660,-7.012340,45.214136,0.214136,45.019963,0.019963
484.300,45.000000,405.000000,45.051799,405.051799,0.051799,33.365003,393.365003,-11.634997,45.063468,405.063468,0.063468,45.034142,405.034142,0.034142,45.000000,45.192774,0.192774,37.990832,-7.009168,45.214279,0.214279,45.020030,0.020030
484.320,45.000000,405.000000,45.051796,405.051796,0.051796,33.377678,393.377678,-11.622322,45.067606,405.067606,0.067606,45.034158,405.034158,0.034158,45.000000,45.192588,0.192588,37.994000,-7.006000,45.214322,0.214322,45.020095,0.020095
484.340,45.000000,405.000000,45.051794,405.051794,0.051794,33.390343,393.390343,-11.609657,45.071402,405.071402,0.071402,45.034174,405.034174,0.034174,45.000000,45.192401,0.192401,37.997163,-7.002837,45.214263,0.214263,45.020157,0.020157
484.360,45.000000,405.000000,45.051793,405.051793,0.051793,33.402997,393.402997,-11.597003,45.074812,405.074812,0.074812,45.034190,405.034190,0.034190,45.000000,45.192212,0.192212,38.000322,-6.999678,45.214098,0.214098,45.020217,0.020217
484.380,45.000000,405.000000,45.051792,405.051792,0.051792,33.415644,393.415644,-11.584356,45.077807,405.077807,0.077807,45.034207,405.034207,0.034207,45.000000,45.192021,0.192021,38.003476,-6.996524,45.213829,0.213829,45.020274,0.020274
484.400,45.000000,405.000000,45.051791,405.051791,0.051791,33.428286,393.428286,-11.571714,45.080366,405.080366,0.080366,45.034223,405.034223,0.034223,45.000000,45.191828,0.191828,38.006626,-6.993374,45.213459,0.213459,45.020328,0.020328
484.420,45.000000,405.000000,45.051792,405.051792,0.051792,33.440942,393.440942,-11.559058,45.082475,405.082475,0.082475,45.034240,405.034240,0.034240,45.000000,45.191633,0.191633,38.009771,-6.990229,45.212991,0.212991,45.020378,0.020378
484.440,45.000000,405.000000,45.051793,405.051793,0.051793,33.453624,393.453624,-11.546376,45.084098,405.084098,0.084098,45.034257,405.034257,0.034257,45.000000,45.191435,0.191435,38.012911,-6.987089,45.212430,0.212430,45.020426,0.020426
484.460,45.000000,405.000000,45.051795,405.051795,0.051795,33.466312,393.466312,-11.533688,45.085212,405.085212,0.085212,45.034275,405.034275,0.034275,45.000000,45.191235,0.191235,38.016045,-6.983955,45.211783,0.211783,45.020470,0.020470
484.480,45.000000,405.000000,45.051798,405.051798,0.051798,33.479009,393.479009,-11.520991,45.085804,405.085804,0.085804,45.034293,405.034293,0.034293,45.000000,45.191033,0.191033,38.019175,-6.980825,45.211057,0.211057,45.020511,0.020511
484.500,45.000000,405.000000,45.051801,405.051801,0.051801,33.491716,393.491716,-11.508284,45.085867,405.085867,0.085867,45.034311,405.034311,0.034311,45.000000,45.190828,0.190828,38.022300,-6.977700,45.210259,0.210259,45.020549,0.020549
484.520,45.000000,405.000000,45.051804,405.051804,0.051804,33.504409,393.504409,-11.495591,45.085402,405.085402,0.085402,45.034329,405.034329,0.034329,45.000000,45.190621,0.190621,38.025420,-6.974580,45.209398,0.209398,45.020583,0.020583
484.540,45.000000,405.000000,45.051808,405.051808,0.051808,33.517080,393.517080,-11.482920,45.084415,405.084415,0.084415,45.034346,405.034346,0.034346,45.000000,45.190412,0.190412,38.028536,-6.971464,45.208483,0.208483,45.020615,0.020615
484.560,45.000000,405.000000,45.051811,405.051811,0.051811,33.529726,393.529726,-11.470274,45.082916,405.082916,0.082916,45.034363,405.034363,0.034363,45.000000,45.190200,0.190200,38.031647,-6.968353,45.207521,0.207521,45.020643,0.020643
484.580,45.000000,405.000000,45.051814,405.051814,0.051814,33.542350,393.542350,-11.457650,45.080911,405.080911,0.080911,45.034379,405.034379,0.034379,45.000000,45.189986,0.189986,38.034755,-6.965245,45.206523,0.206523,45.020668,0.020668
484.600,45.000000,405.000000,45.051816,405.051816,0.051816,33.554976,393.554976,-11.445024,45.078412,405.078412,0.078412,45.034395,405.034395,0.034395,45.000000,45.189771,0.189771,38.037859,-6.962141,45.205498,0.205498,45.020690,0.020690
484.620,45.000000,405.000000,45.051818,405.051818,0.051818,33.567594,393.567594,-11.432406,45.075431,405.075431,0.075431,45.034410,405.034410,0.034410,45.000000,45.189553,0.189553,38.040959,-6.959041,45.204455,0.204455,45.020710,0.020710
484.640,45.000000,405.000000,45.051820,405.051820,0.051820,33.580204,393.580204,-11.419796,45.072124,405.072124,0.072124,45.034425,405.034425,0.034425,45.000000,45.189334,0.189334,38.044056,-6.955944,45.203419,0.203419,45.020727,0.020727
484.660,45.000000,405.000000,45.051821,405.051821,0.051821,33.592803,393.592803,-11.407197,45.068611,405.068611,0.068611,45.034439,405.034439,0.034439,45.000000,45.189113,0.189113,38.047150,-6.952850,45.202411,0.202411,45.020742,0.020742
484.680,45.000000,405.000000,45.051822,405.051822,0.051822,33.605406,393.605406,-11.394594,45.064987,405.064987,0.064987,45.034453,405.034453,0.034453,45.000000,45.188891,0.188891,38.050241,-6.949759,45.201446,0.201446,45.020755,0.020755
484.700,45.000000,405.000000,45.051823,405.051823,0.051823,33.618004,393.618004,-11.381996,45.061327,405.061327,0.061327,45.034466,405.034466,0.034466,45.000000,45.188668,0.188668,38.053329,-6.946671,45.200537,0.200537,45.020766,0.020766
484.720,45.000000,405.000000,45.051824,405.051824,0.051824,33.630603,393.630603,-11.369397,45.057690,405.057690,0.057690,45.034480,405.034480,0.034480,45.000000,45.188444,0.188444,38.056414,-6.943586,45.199690,0.199690,45.020775,0.020775
484.740,45.000000,405.000000,45.051825,405.051825,0.051825,33.643209,393.643209,-11.356791,45.054119,405.054119,0.054119,45.034493,405.034493,0.034493,45.000000,45.188219,0.188219,38.059497,-6.940503,45.198913,0.198913,45.020782,0.020782
484.760,45.000000,405.000000,45.051825,405.051825,0.051825,33.655828,393.655828,-11.344172,45.050650,405.050650,0.050650,45.034505,405.034505,0.034505,45.000000,45.187994,0.187994,38.062577,-6.937423,45.198209,0.198209,45.020788,0.020788
484.780,45.000000,405.000000,45.051825,405.051825,0.051825,33.668475,393.668475,-11.331525,45.047306,405.047306,0.047306,45.034518,405.034518,0.034518,45.000000,45.187768,0.187768,38.065655,-6.934345,45.197581,0.197581,45.020793,0.020793
484.800,45.000000,405.000000,45.051825,405.051825,0.051825,33.681156,393.681156,-11.318844,45.044107,405.044107,0.044107,45.034530,405.034530,0.034530,45.000000,45.187542,0.187542,38.068731,-6.931269,45.197028,0.197028,45.020796,0.020796
484.820,45.000000,405.000000,45.051825,405.051825,0.051825,33.693863,393.693863,-11.306137,45.041067,405.041067,0.041067,45.034541,405.034541,0.034541,45.000000,45.187316,0.187316,38.071805,-6.928195,45.196552,0.196552,45.020798,0.020798
484.840,45.000000,405.000000,45.051824,405.051824,0.051824,33.706589,393.706589,-11.293411,45.038270,405.038270,0.038270,45.034552,405.034552,0.034552,45.000000,45.187089,0.187089,38.074877,-6.925123,45.196155,0.196155,45.020799,0.020799
484.860,45.000000,405.000000,45.051822,405.051822,0.051822,33.719311,393.719311,-11.280689,45.035783,405.035783,0.035783,45.034563,405.034563,0.034563,45.000000,45.186862,0.186862,38.077947,-6.922053,45.195840,0.195840,45.020799,0.020799
484.880,45.000000,405.000000,45.051820,405.051820,0.051820,33.732021,393.732021,-11.267979,45.033653,405.033653,0.033653,45.034572,405.034572,0.034572,45.000000,45.186634,0.186634,38.081016,-6.918984,45.195605,0.195605,45.020797,0.020797
484.900,45.000000,405.000000,45.051816,405.051816,0.051816,33.744703,393.744703,-11.255297,45.031914,405.031914,0.031914,45.034581,405.034581,0.034581,45.000000,45.186407,0.186407,38.084083,-6.915917,45.195450,0.195450,45.020795,0.020795
484.920,45.000000,405.000000,45.051812,405.051812,0.051812,33.757339,393.757339,-11.242661,45.030590,405.030590,0.030590,45.034589,405.034589,0.034589,45.000000,45.186180,0.186180,38.087148,-6.912852,45.195369,0.195369,45.020792,0.020792
484.940,45.000000,405.000000,45.051807,405.051807,0.051807,33.769947,393.769947,-11.230053,45.029695,405.029695,0.029695,45.034595,405.034595,0.034595,45.000000,45.185953,0.185953,38.090213,-6.909787,45.195357,0.195357,45.020788,0.020788
484.960,45.000000,405.000000,45.051800,405.051800,0.051800,33.782545,393.782545,-11.217455,45.029238,405.029238,0.029238,45.034600,405.034600,0.034600,45.000000,45.185726,0.185726,38.093276,-6.906724,45.195409,0.195409,45.020783,0.020783
484.980,45.000000,405.000000,45.051793,405.051793,0.051793,33.795144,393.795144,-11.204856,45.029223,405.029223,0.029223,45.034604,405.034604,0.034604,45.000000,45.185499,0.185499,38.096339,-6.903661,45.195517,0.195517,45.020778,0.020778
485.000,45.000000,405.000000,45.051785,405.051785,0.051785,33.807730,393.807730,-11.192270,45.029650,405.029650,0.029650,45.034607,405.034607,0.034607,45.000000,45.185272,0.185272,38.099400,-6.900600,45.195675,0.195675,45.020771,0.020771
485.020,45.000000,405.000000,45.051776,405.051776,0.051776,33.820317,393.820317,-11.179683,45.030517,405.030517,0.030517,45.034609,405.034609,0.034609,45.000000,45.185046,0.185046,38.102461,-6.897539,45.195875,0.195875,45.020765,0.020765
485.040,45.000000,405.000000,45.051766,405.051766,0.051766,33.832901,393.832901,-11.167099,45.031756,405.031756,0.031756,45.034609,405.034609,0.034609,45.000000,45.184820,0.184820,38.105521,-6.894479,45.196100,0.196100,45.020757,0.020757
485.060,45.000000,405.000000,45.051755,405.051755,0.051755,33.845499,393.845499,-11.154501,45.033314,405.033314,0.033314,45.034608,405.034608,0.034608,45.000000,45.184594,0.184594,38.108580,-6.891420,45.196335,0.196335,45.020748,0.020748
485.080,45.000000,405.000000,45.051744,405.051744,0.051744,33.858124,393.858124,-11.141876,45.035148,405.035148,0.035148,45.034606,405.034606,0.034606,45.000000,45.184368,0.184368,38.111638,-6.888362,45.196571,0.196571,45.020739,0.020739
485.100,45.000000,405.000000,45.051734,405.051734,0.051734,33.870777,393.870777,-11.129223,45.037224,405.037224,0.037224,45.034603,405.034603,0.034603,45.000000,45.184142,0.184142,38.114694,-6.885306,45.196796,0.196796,45.020729,0.020729
485.120,45.000000,405.000000,45.051723,405.051723,0.051723,33.883459,393.883459,-11.116541,45.039513,405.039513,0.039513,45.034599,405.034599,0.034599,45.000000,45.183917,0.183917,38.117749,-6.882251,45.197003,0.197003,45.020718,0.020718
485.140,45.000000,405.000000,45.051713,405.051713,0.051713,33.896172,393.896172,-11.103828,45.041992,405.041992,0.041992,45.034594,405.034594,0.034594,45.000000,45.183692,0.183692,38.120802,-6.879198,45.197185,0.197185,45.020706,0.020706
485.160,45.000000,405.000000,45.051703,405.051703,0.051703,33.908911,393.908911,-11.091089,45.044642,405.044642,0.044642,45.034588,405.034588,0.034588,45.000000,45.183467,0.183467,38.123853,-6.876147,45.197335,0.197335,45.020693,0.020693
485.180,45.000000,405.000000,45.051694,405.051694,0.051694,33.921666,393.921666,-11.078334,45.047447,405.047447,0.047447,45.034582,405.034582,0.034582,45.000000,45.183242,0.183242,38.126902,-6.873098,45.197450,0.197450,45.020679,0.020679
485.200,45.000000,405.000000,45.051686,405.051686,0.051686,33.934420,393.934420,-11.065580,45.050393,405.050393,0.050393,45.034575,405.034575,0.034575,45.000000,45.183016,0.183016,38.129949,-6.870051,45.197523,0.197523,45.020664,0.020664
485.220,45.000000,405.000000,45.051679,405.051679,0.051679,33.947165,393.947165,-11.052835,45.053467,405.053467,0.053467,45.034567,405.034567,0.034567,45.000000,45.182791,0.182791,38.132994,-6.867006,45.197552,0.197552,45.020647,0.020647
485.240,45.000000,405.000000,45.051672,405.051672,0.051672,33.959907,393.959907,-11.040093,45.056537,405.056537,0.056537,45.034558,405.034558,0.034558,45.000000,45.182566,0.182566,38.136037,-6.863963,45.197519,0.197519,45.020630,0.020630
485.260,45.000000,405.000000,45.051665,405.051665,0.051665,33.972639,393.972639,-11.027361,45.059497,405.059497,0.059497,45.034548,405.034548,0.034548,45.000000,45.182341,0.182341,38.139077,-6.860923,45.197411,0.197411,45.020612,0.020612
485.280,45.000000,405.000000,45.051658,405.051658,0.051658,33.985350,393.985350,-11.014650,45.062268,405.062268,0.062268,45.034537,405.034537,0.034537,45.000000,45.182115,0.182115,38.142116,-6.857884,45.197222,0.197222,45.020593,0.020593
485.300,45.000000,405.000000,45.051653,405.051653,0.051653,33.998030,393.998030,-11.001970,45.064787,405.064787,0.064787,45.034525,405.034525,0.034525,45.000000,45.181889,0.181889,38.145152,-6.854848,45.196947,0.196947,45.020572,0.020572
485.320,45.000000,405.000000,45.051647,405.051647,0.051647,34.010651,394.010651,-10.989349,45.067009,405.067009,0.067009,45.034513,405.034513,0.034513,45.000000,45.181663,0.181663,38.148186,-6.851814,45.196585,0.196585,45.020551,0.020551
485.340,45.000000,405.000000,45.051641,405.051641,0.051641,34.023212,394.023212,-10.976788,45.068898,405.068898,0.068898,45.034499,405.034499,0.034499,45.000000,45.181437,0.181437,38.151218,-6.848782,45.196137,0.196137,45.020528,0.020528
485.360,45.000000,405.000000,45.051635,405.051635,0.051635,34.035722,394.035722,-10.964278,45.070431,405.070431,0.070431,45.034484,405.034484,0.034484,45.000000,45.181211,0.181211,38.154248,-6.845752,45.195606,0.195606,45.020504,0.020504
485.380,45.000000,405.000000,45.051629,405.051629,0.051629,34.048184,394.048184,-10.951816,45.071591,405.071591,0.071591,45.034468,405.034468,0.034468,45.000000,45.180985,0.180985,38.157276,-6.842724,45.194996,0.194996,45.020480,0.020480
485.400,45.000000,405.000000,45.051623,405.051623,0.051623,34.060610,394.060610,-10.939390,45.072366,405.072366,0.072366,45.034451,405.034451,0.034451,45.000000,45.180759,0.180759,38.160303,-6.839697,45.194312,0.194312,45.020455,0.020455
485.420,45.000000,405.000000,45.051617,405.051617,0.051617,34.073013,394.073013,-10.926987,45.072752,405.072752,0.072752,45.034433,405.034433,0.034433,45.000000,45.180533,0.180533,38.163328,-6.836672,45.193560,0.193560,45.020429,0.020429
485.440,45.000000,405.000000,45.051610,405.051610,0.051610,34.085400,394.085400,-10.914600,45.072741,405.072741,0.072741,45.034414,405.034414,0.034414,45.000000,45.180306,0.180306,38.166352,-6.833648,45.192750,0.192750,45.020402,0.020402
485.460,45.000000,405.000000,45.051603,405.051603,0.051603,34.097774,394.097774,-10.902226,45.072330,405.072330,0.072330,45.034394,405.034394,0.034394,45.000000,45.180080,0.180080,38.169374,-6.830626,45.191889,0.191889,45.020374,0.020374
485.480,45.000000,405.000000,45.051595,405.051595,0.051595,34.110142,394.110142,-10.889858,45.071521,405.071521,0.071521,45.034372,405.034372,0.034372,45.000000,45.179854,0.179854,38.172395,-6.827605,45.190987,0.190987,45.020346,0.020346
485.500,45.000000,405.000000,45.051587,405.051587,0.051587,34.122506,394.122506,-10.877494,45.070316,405.070316,0.070316,45.034349,405.034349,0.034349,45.000000,45.179628,0.179628,38.175415,-6.824585,45.190052,0.190052,45.020317,0.020317
485.520,45.000000,405.000000,45.051579,405.051579,0.051579,34.134861,394.134861,-10.865139,45.068717,405.068717,0.068717,45.034325,405.034325,0.034325,45.000000,45.179402,0.179402,38.178433,-6.821567,45.189092,0.189092,45.020287,0.020287
485.540,45.000000,405.000000,45.051570,405.051570,0.051570,34.147203,394.147203,-10.852797,45.066731,405.066731,0.066731,45.034300,405.034300,0.034300,45.000000,45.179176,0.179176,38.181451,-6.818549,45.188116,0.188116,45.020257,0.020257
485.560,45.000000,405.000000,45.051561,405.051561,0.051561,34.159536,394.159536,-10.840464,45.064364,405.064364,0.064364,45.034273,405.034273,0.034273,45.000000,45.178950,0.178950,38.184467,-6.815533,45.187132,0.187132,45.020226,0.020226
485.580,45.000000,405.000000,45.051551,405.051551,0.051551,34.171855,394.171855,-10.828145,45.061624,405.061624,0.061624,45.034246,405.034246,0.034246,45.000000,45.178724,0.178724,38.187483,-6.812517,45.186150,0.186150,45.020195,0.020195
485.600,45.000000,405.000000,45.051542,405.051542,0.051542,34.184168,394.184168,-10.815832,45.058519,405.058519,0.058519,45.034217,405.034217,0.034217,45.000000,45.178499,0.178499,38.190497,-6.809503,45.185176,0.185176,45.020164,0.020164
485.620,45.000000,405.000000,45.051532,405.051532,0.051532,34.196480,394.196480,-10.803520,45.055057,405.055057,0.055057,45.034187,405.034187,0.034187,45.000000,45.178274,0.178274,38.193511,-6.806489,45.184221,0.184221,45.020132,0.020132
485.640,45.000000,405.000000,45.051522,405.051522,0.051522,34.208792,394.208792,-10.791208,45.051413,405.051413,0.051413,45.034157,405.034157,0.034157,45.000000,45.178050,0.178050,38.196524,-6.803476,45.183311,0.183311,45.020099,0.020099
485.660,45.000000,405.000000,45.051513,405.051513,0.051513,34.221119,394.221119,-10.778881,45.047724,405.047724,0.047724,45.034125,405.034125,0.034125,45.000000,45.177825,0.177825,38.199535,-6.800465,45.182470,0.182470,45.020066,0.020066
485.680,45.000000,405.000000,45.051503,405.051503,0.051503,34.233455,394.233455,-10.766545,45.044100,405.044100,0.044100,45.034092,405.034092,0.034092,45.000000,45.177601,0.177601,38.202546,-6.797454,45.181713,0.181713,45.020033,0.020033
485.700,45.000000,405.000000,45.051494,405.051494,0.051494,34.245806,394.245806,-10.754194,45.040623,405.040623,0.040623,45.034058,405.034058,0.034058,45.000000,45.177377,0.177377,38.205556,-6.794444,45.181050,0.181050,45.020000,0.020000
485.720,45.000000,405.000000,45.051485,405.051485,0.051485,34.258166,394.258166,-10.741834,45.037358,405.037358,0.037358,45.034024,405.034024,0.034024,45.000000,45.177154,0.177154,38.208565,-6.791435,45.180488,0.180488,45.019966,0.019966
485.740,45.000000,405.000000,45.051476,405.051476,0.051476,34.270537,394.270537,-10.729463,45.034354,405.034354,0.034354,45.033988,405.033988,0.033988,45.000000,45.176931,0.176931,38.211573,-6.788427,45.180030,0.180030,45.019932,0.019932
485.760,45.000000,405.000000,45.051467,405.051467,0.051467,34.282918,394.282918,-10.717082,45.031648,405.031648,0.031648,45.033951,405.033951,0.033951,45.000000,45.176708,0.176708,38.214579,-6.785421,45.179677,0.179677,45.019898,0.019898
485.780,45.000000,405.000000,45.051459,405.051459,0.051459,34.295308,394.295308,-10.704692,45.029268,405.029268,0.029268,45.033914,405.033914,0.033914,45.000000,45.176486,0.176486,38.217585,-6.782415,45.179427,0.179427,45.019864,0.019864
485.800,45.000000,405.000000,45.051452,405.051452,0.051452,34.307719,394.307719,-10.692281,45.027233,405.027233,0.027233,45.033876,405.033876,0.033876,45.000000,45.176263,0.176263,38.220588,-6.779412,45.179278,0.179278,45.019829,0.019829
485.820,45.000000,405.000000,45.051445,405.051445,0.051445,34.320144,394.320144,-10.679856,45.025554,405.025554,0.025554,45.033838,405.033838,0.033838,45.000000,45.176041,0.176041,38.223591,-6.776409,45.179224,0.179224,45.019794,0.019794
485.840,45.000000,405.000000,45.051439,405.051439,0.051439,34.332566,394.332566,-10.667434,45.024266,405.024266,0.024266,45.033799,405.033799,0.033799,45.000000,45.175820,0.175820,38.226591,-6.773409,45.179261,0.179261,45.019759,0.019759
485.860,45.000000,405.000000,45.051433,405.051433,0.051433,34.344997,394.344997,-10.655003,45.023393,405.023393,0.023393,45.033761,405.033761,0.033761,45.000000,45.175598,0.175598,38.229590,-6.770410,45.179382,0.179382,45.019724,0.019724
485.880,45.000000,405.000000,45.051428,405.051428,0.051428,34.357449,394.357449,-10.642551,45.022950,405.022950,0.022950,45.033721,405.033721,0.033721,45.000000,45.175377,0.175377,38.232587,-6.767413,45.179580,0.179580,45.019688,0.019688
485.900,45.000000,405.000000,45.051423,405.051423,0.051423,34.369913,394.369913,-10.630087,45.022947,405.022947,0.022947,45.033682,405.033682,0.033682,45.000000,45.175156,0.175156,38.235582,-6.764418,45.179847,0.179847,45.019653,0.019653
485.920,45.000000,405.000000,45.051419,405.051419,0.051419,34.382385,394.382385,-10.617615,45.023386,405.023386,0.023386,45.033643,405.033643,0.033643,45.000000,45.174935,0.174935,38.238575,-6.761425,45.180174,0.180174,45.019617,0.019617
485.940,45.000000,405.000000,45.051415,405.051415,0.051415,34.394831,394.394831,-10.605169,45.024267,405.024267,0.024267,45.033603,405.033603,0.033603,45.000000,45.174714,0.174714,38.241567,-6.758433,45.180554,0.180554,45.019581,0.019581
485.960,45.000000,405.000000,45.051410,405.051410,0.051410,34.407241,394.407241,-10.592759,45.025585,405.025585,0.025585,45.033562,405.033562,0.033562,45.000000,45.174494,0.174494,38.244556,-6.755444,45.180977,0.180977,45.019545,0.019545
485.980,45.000000,405.000000,45.051405,405.051405,0.051405,34.419624,394.419624,-10.580376,45.027335,405.027335,0.027335,45.033521,405.033521,0.033521,45.000000,45.174273,0.174273,38.247544,-6.752456,45.181434,0.181434,45.019509,0.019509
486.000,45.000000,405.000000,45.051399,405.051399,0.051399,34.431977,394.431977,-10.568023,45.029510,405.029510,0.029510,45.033480,405.033480,0.033480,45.000000,45.174052,0.174052,38.250530,-6.749470,45.181917,0.181917,45.019472,0.019472
486.020,45.000000,405.000000,45.051393,405.051393,0.051393,34.444306,394.444306,-10.555694,45.032105,405.032105,0.032105,45.033438,405.033438,0.033438,45.000000,45.173832,0.173832,38.253515,-6.746485,45.182415,0.182415,45.019436,0.019436
486.040,45.000000,405.000000,45.051387,405.051387,0.051387,34.456621,394.456621,-10.543379,45.034990,405.034990,0.034990,45.033395,405.033395,0.033395,45.000000,45.173611,0.173611,38.256498,-6.743502,45.182906,0.182906,45.019399,0.019399
486.060,45.000000,405.000000,45.051380,405.051380,0.051380,34.468911,394.468911,-10.531089,45.038065,405.038065,0.038065,45.033352,405.033352,0.033352,45.000000,45.173391,0.173391,38.259479,-6.740521,45.183369,0.183369,45.019363,0.019363
486.080,45.000000,405.000000,45.051372,405.051372,0.051372,34.481177,394.481177,-10.518823,45.041252,405.041252,0.041252,45.033309,405.033309,0.033309,45.000000,45.173170,0.173170,38.262459,-6.737541,45.183791,0.183791,45.019326,0.019326
486.100,45.000000,405.000000,45.051364,405.051364,0.051364,34.493436,394.493436,-10.506564,45.044488,405.044488,0.044488,45.033266,405.033266,0.033266,45.000000,45.172950,0.172950,38.265437,-6.734563,45.184160,0.184160,45.019289,0.019289
486.120,45.000000,405.000000,45.051355,405.051355,0.051355,34.505683,394.505683,-10.494317,45.047725,405.047725,0.047725,45.033222,405.033222,0.033222,45.000000,45.172729,0.172729,38.268414,-6.731586,45.184468,0.184468,45.019253,0.019253
486.140,45.000000,405.000000,45.051347,405.051347,0.051347,34.517936,394.517936,-10.482064,45.050926,405.050926,0.050926,45.033179,405.033179,0.033179,45.000000,45.172509,0.172509,38.271389,-6.728611,45.184709,0.184709,45.019216,0.019216
486.160,45.000000,405.000000,45.051338,405.051338,0.051338,34.530198,394.530198,-10.469802,45.054061,405.054061,0.054061,45.033135,405.033135,0.033135,45.000000,45.172289,0.172289,38.274362,-6.725638,45.184880,0.184880,45.019179,0.019179
