call_index,mission_time_s,nmpc_solve_time_ms,pid50_solve_time_ms,pid5_solve_time_ms
1289,257.800,12.4483,0.0216,0.0216
1290,258.000,12.2652,0.0228,0.0212
1291,258.200,13.4472,0.0265,0.0230
1292,258.400,13.0916,0.0212,0.0223
1293,258.600,12.9436,0.0211,0.0223
1294,258.800,12.5736,0.0211,0.0213
1295,259.000,13.3426,0.0253,0.0215
1296,259.200,13.3242,0.0355,0.0213
1297,259.400,13.6017,0.0311,0.0215
1298,259.600,13.6884,0.0254,0.0215
1299,259.800,13.3523,0.0264,0.0214
1300,260.000,12.9836,0.0211,0.0213
1301,260.200,14.3342,0.0210,0.0216
1302,260.400,13.1654,0.0213,0.0212
1303,260.600,12.5188,0.0219,0.0215
1304,260.800,11.9890,0.0210,0.0214
1305,261.000,11.9511,0.0306,0.0231
1306,261.200,11.5923,0.0332,0.0216
1307,261.400,11.0319,0.0217,0.0213
1308,261.600,13.3284,0.0227,0.0213
1309,261.800,13.3366,0.0294,0.0214
1310,262.000,14.1024,0.0215,0.0506
1311,262.200,13.9735,0.0210,0.0218
1312,262.400,13.7740,0.0217,0.0215
1313,262.600,12.7773,0.0211,0.0214
1314,262.800,12.3828,0.0287,0.0211
1315,263.000,12.1908,0.0366,0.0214
1316,263.200,12.6331,0.0242,0.0218
1317,263.400,13.1803,0.0221,0.0223
1318,263.600,13.0912,0.0316,0.0216
1319,263.800,13.1397,0.0214,0.0209
1320,264.000,13.1281,0.0210,0.0212
1321,264.200,14.1509,0.0232,0.0212
1322,264.400,15.3596,0.0215,0.0212
1323,264.600,15.1754,0.0291,0.0210
1324,264.800,12.9230,0.0363,0.0211
1325,265.000,11.8886,0.0216,0.0212
1326,265.200,11.4002,0.0213,0.0214
1327,265.400,12.4337,0.0245,0.0214
1328,265.600,12.5752,0.0219,0.1974
1329,265.800,13.1993,0.0219,0.0221
1330,266.000,12.8679,0.0216,0.0213
1331,266.200,12.7170,0.0211,0.0214
1332,266.400,13.2523,0.0270,0.0211
1333,266.600,13.1987,0.0365,0.0215
1334,266.800,13.8429,0.0231,0.0341
1335,267.000,13.3244,0.0211,0.0216
1336,267.200,13.3528,0.0249,0.0211
1337,267.400,12.8575,0.0216,0.0212
1338,267.600,13.1324,0.0211,0.0220
1339,267.800,13.3179,0.0210,0.0212
1340,268.000,13.6493,0.0216,0.0301
1341,268.200,12.6045,0.0251,0.0217
1342,268.400,13.2159,0.0401,0.0216
1343,268.600,13.2363,0.0244,0.0214
1344,268.800,13.8009,0.0215,0.0215
1345,269.000,12.9468,0.0299,0.0211
1346,269.200,12.1614,0.0211,0.0211
1347,269.400,11.9599,0.0211,0.0214
1348,269.600,12.0399,0.0209,0.0210
1349,269.800,12.0604,0.0213,0.0215
1350,270.000,11.1054,0.0266,0.0211
1351,270.200,11.5326,0.0368,0.0229
1352,270.400,11.9835,0.0237,0.0227
1353,270.600,11.9587,0.0213,0.0213
1354,270.800,12.0476,0.0270,0.0213
1355,271.000,11.5392,0.0210,0.0212
1356,271.200,11.4670,0.0209,0.0216
1357,271.400,11.2117,0.0209,0.0214
1358,271.600,14.1201,0.0211,0.0213
1359,271.800,12.9270,0.0249,0.0213
1360,272.000,13.7053,0.0368,0.0216
1361,272.200,13.8156,0.0249,0.0214
1362,272.400,15.3079,0.0227,0.0210
1363,272.600,14.2063,0.0244,0.0217
1364,272.800,14.1256,0.0215,0.0222
1365,273.000,13.8968,0.0210,0.0212
1366,273.200,14.3225,0.0207,0.0210
1367,273.400,12.7641,0.0217,0.0210
1368,273.600,12.4134,0.0222,0.0209
1369,273.800,13.5665,0.0365,0.0254
1370,274.000,14.6941,0.0241,0.0214
1371,274.200,17.6637,0.0222,0.0439
1372,274.400,17.3835,0.0305,0.0212
1373,274.600,13.3342,0.0210,0.0213
1374,274.800,13.3371,0.0213,0.0211
1375,275.000,14.1337,0.0211,0.0209
1376,275.200,13.9152,0.0209,0.0240
1377,275.400,13.9073,0.0215,0.0225
1378,275.600,11.8367,0.0352,0.0224
1379,275.800,12.4958,0.0304,0.0221
1380,276.000,12.4971,0.0280,0.0218
1381,276.200,13.1091,0.0280,0.0220
1382,276.400,13.0456,0.0218,0.0213
1383,276.600,12.4743,0.0214,0.0231
1384,276.800,16.3475,0.0210,0.0214
1385,277.000,12.6264,0.0210,0.0214
1386,277.200,13.0913,0.0267,0.0213
1387,277.400,13.6426,0.0370,0.0228
1388,277.600,14.0484,0.0236,0.0215
1389,277.800,13.6205,0.0249,0.0214
1390,278.000,13.3008,0.0291,0.0212
1391,278.200,12.5285,0.0210,0.0216
1392,278.400,13.6120,0.0210,0.0218
1393,278.600,12.8470,0.0221,0.0213
1394,278.800,13.4412,0.0210,0.0212
1395,279.000,13.3081,0.0298,0.0264
1396,279.200,12.5410,0.0370,0.0217
1397,279.400,13.0939,0.0227,0.0221
1398,279.600,14.7993,0.0232,0.0209
1399,279.800,18.5116,0.0319,0.0220
1400,280.000,16.9574,0.0210,0.0216
1401,280.200,15.8800,0.0214,0.0215
1402,280.400,15.2677,0.0212,0.0212
1403,280.600,14.9293,0.0254,0.0215
1404,280.800,15.5698,0.0293,0.0214
1405,281.000,15.7859,0.0393,0.0214
1406,281.200,15.6175,0.0213,0.0218
1407,281.400,15.4133,0.0264,0.0219
1408,281.600,14.8400,0.0268,0.0213
1409,281.800,12.8246,0.0267,0.0216
1410,282.000,13.7814,0.0210,0.0213
1411,282.200,13.3056,0.0214,0.0224
1412,282.400,13.7834,0.0210,0.0261
1413,282.600,13.6488,0.0380,0.0214
1414,282.800,13.2203,0.0319,0.0213
1415,283.000,13.7289,0.0211,0.0214
1416,283.200,13.5622,0.0247,0.0211
1417,283.400,13.5403,0.0366,0.0211
1418,283.600,13.5706,0.0247,0.0213
1419,283.800,13.3901,0.0213,0.0212
1420,284.000,13.9129,0.0210,0.0214
1421,284.200,16.0739,0.0210,0.0214
1422,284.400,17.6592,0.0209,0.0526
1423,284.600,15.1996,0.0209,0.0218
1424,284.800,14.2679,0.0246,0.0214
1425,285.000,13.7964,0.0209,0.0210
1426,285.200,13.9489,0.0266,0.0214
1427,285.400,14.2140,0.0219,0.0213
1428,285.600,15.3066,0.0210,0.0214
1429,285.800,14.4867,0.0214,0.0214
1430,286.000,13.9594,0.0210,0.0213
1431,286.200,13.7122,0.0217,0.0211
1432,286.400,13.6156,0.0210,0.0210
1433,286.600,13.9611,0.0210,0.0214
1434,286.800,13.5676,0.0210,0.0226
1435,287.000,14.1054,0.0212,0.0215
1436,287.200,13.2781,0.0265,0.0213
1437,287.400,13.7081,0.0264,0.0217
1438,287.600,13.6982,0.0211,0.0211
1439,287.800,13.5101,0.0216,0.0214
1440,288.000,14.0756,0.0210,0.0209
1441,288.200,13.7694,0.0211,0.0212
1442,288.400,13.8534,0.0223,0.0209
1443,288.600,13.7722,0.0210,0.0210
1444,288.800,13.5145,0.0235,0.0210
1445,289.000,14.0570,0.0212,0.0210
1446,289.200,12.7660,0.0210,0.0942
1447,289.400,13.6367,0.0324,0.0220
1448,289.600,13.4994,0.0213,0.0254
1449,289.800,13.7974,0.0209,0.0211
1450,290.000,14.3709,0.0209,0.0213
1451,290.200,14.0713,0.0209,0.0213
1452,290.400,15.6071,0.0209,0.0215
1453,290.600,15.2271,0.0215,0.0211
1454,290.800,14.1208,0.0211,0.0212
1455,291.000,15.3682,0.0211,0.0212
1456,291.200,14.9532,0.0222,0.0216
1457,291.400,12.3974,0.0246,0.0214
1458,291.600,11.3027,0.0210,0.0223
1459,291.800,12.1316,0.0213,0.0216
1460,292.000,12.0567,0.0209,0.0219
1461,292.200,12.2068,0.0208,0.0210
1462,292.400,11.7780,0.0288,0.0211
1463,292.600,11.7374,0.0216,0.0214
1464,292.800,11.5133,0.0209,0.0215
1465,293.000,11.2489,0.0210,0.0214
1466,293.200,11.8956,0.0210,0.0217
1467,293.400,12.0972,0.0309,0.0212
1468,293.600,12.1408,0.0210,0.0212
1469,293.800,12.5427,0.0219,0.0215
1470,294.000,12.5861,0.0246,0.0224
1471,294.200,11.3058,0.0219,0.0211
1472,294.400,11.1421,0.0213,0.0214
1473,294.600,11.8755,0.0209,0.0213
1474,294.800,12.1707,0.0208,0.0216
1475,295.000,11.7977,0.0209,0.0213
1476,295.200,11.9365,0.0209,0.0214
1477,295.400,11.9935,0.0222,0.0212
1478,295.600,11.2530,0.0211,0.0220
1479,295.800,11.3410,0.0209,0.0221
1480,296.000,11.9980,0.0211,0.0213
1481,296.200,12.5830,0.0210,0.0216
1482,296.400,11.9243,0.0252,0.0221
1483,296.600,11.6132,0.0209,0.0216
1484,296.800,11.1462,0.0230,0.0214
1485,297.000,11.0174,0.0217,0.0253
1486,297.200,13.2033,0.0219,0.0218
1487,297.400,14.7984,0.0353,0.0219
1488,297.600,14.3560,0.0209,0.0217
1489,297.800,16.3481,0.0212,0.0213
1490,298.000,13.0457,0.0208,0.0212
1491,298.200,12.4158,0.0209,0.0211
1492,298.400,13.0914,0.0291,0.0262
1493,298.600,12.6734,0.0353,0.0217
1494,298.800,12.5590,0.0212,0.0220
1495,299.000,12.1028,0.0251,0.0216
1496,299.200,11.5570,0.0251,0.0214
1497,299.400,11.3596,0.0210,0.0216
1498,299.600,10.9598,0.0215,0.0215
1499,299.800,12.5376,0.0209,0.0293
1500,300.000,11.9797,0.0216,0.0215
1501,300.200,11.7135,0.0295,0.0219
1502,300.400,12.3448,0.0356,0.0213
1503,300.600,11.3549,0.0216,0.0219
1504,300.800,13.4657,0.0215,0.0210
1505,301.000,13.5344,0.0261,0.0350
1506,301.200,14.5634,0.0210,0.0220
1507,301.400,14.9025,0.0221,0.0213
1508,301.600,13.2380,0.0211,0.0216
1509,301.800,12.5045,0.0211,0.0213
1510,302.000,12.7209,0.0267,0.0216
1511,302.200,11.5298,0.0387,0.0216
1512,302.400,12.7463,0.0240,0.0214
1513,302.600,12.3032,0.0216,0.0235
1514,302.800,11.7168,0.0282,0.0215
1515,303.000,12.3210,0.0213,0.0215
1516,303.200,11.8938,0.0215,0.0211
1517,303.400,10.9101,0.0217,0.0227
1518,303.600,11.7320,0.0209,0.0213
1519,303.800,12.2636,0.0282,0.0217
1520,304.000,11.8759,0.0392,0.0213
1521,304.200,12.1026,0.0228,0.0211
1522,304.400,11.5613,0.0234,0.0209
1523,304.600,11.3504,0.0267,0.0210
1524,304.800,10.9880,0.0255,0.0210
1525,305.000,11.9369,0.0210,0.0214
1526,305.200,11.9444,0.0210,0.0210
1527,305.400,12.0471,0.0215,0.0217
1528,305.600,11.7082,0.0293,0.0213
1529,305.800,11.3580,0.0357,0.1915
1530,306.000,11.1950,0.0219,0.0219
1531,306.200,11.8679,0.0212,0.0209
1532,306.400,12.0213,0.0279,0.0219
1533,306.600,11.9516,0.0219,0.0216
1534,306.800,11.8657,0.0209,0.0214
1535,307.000,11.0245,0.0209,0.0211
1536,307.200,10.8453,0.0212,0.0215
1537,307.400,11.8338,0.0269,0.0212
1538,307.600,12.0485,0.0378,0.0215
1539,307.800,11.9230,0.0238,0.0212
1540,308.000,11.8473,0.0237,0.0217
1541,308.200,11.7012,0.0269,0.0223
1542,308.400,10.7952,0.0208,0.0213
1543,308.600,12.6320,0.0208,0.0214
1544,308.800,12.4553,0.0208,0.0216
1545,309.000,12.8109,0.0211,0.0214
1546,309.200,13.2932,0.0276,0.0213
1547,309.400,13.8403,0.0366,0.0215
1548,309.600,12.8058,0.0232,0.0212
1549,309.800,12.1994,0.0216,0.0212
1550,310.000,12.0836,0.0271,0.0211
1551,310.200,11.7510,0.0209,0.0216
1552,310.400,11.6482,0.0252,0.0216
1553,310.600,11.5625,0.0210,0.0219
1554,310.800,12.5649,0.0210,0.0210
1555,311.000,14.7301,0.0211,0.0214
1556,311.200,12.8323,0.0210,0.0218
1557,311.400,13.7253,0.0209,0.0212
1558,311.600,13.3031,0.0224,0.0211
1559,311.800,13.2516,0.0209,0.0211
1560,312.000,12.4365,0.0288,0.0217
1561,312.200,12.5327,0.0211,0.0212
1562,312.400,11.9423,0.0214,0.0215
1563,312.600,11.1199,0.0210,0.0226
1564,312.800,12.5892,0.0209,0.0214
1565,313.000,12.6929,0.0209,0.0225
1566,313.200,12.0141,0.0213,0.0215
1567,313.400,14.1605,0.0209,0.0210
1568,313.600,12.1005,0.0245,0.0209
1569,313.800,12.1477,0.0211,0.0213
1570,314.000,11.4798,0.0316,0.0214
1571,314.200,11.1734,0.0223,0.0212
1572,314.400,13.2169,0.0215,0.0213
1573,314.600,12.2970,0.0210,0.0221
1574,314.800,12.2680,0.0211,0.0210
1575,315.000,13.9403,0.0212,0.0261
1576,315.200,12.3607,0.0211,0.0227
1577,315.400,12.0345,0.0209,0.0217
1578,315.600,11.2670,0.0215,0.0213
1579,315.800,11.1613,0.0210,0.0218
1580,316.000,13.0165,0.0308,0.0211
1581,316.200,13.1836,0.0211,0.0217
1582,316.400,12.6345,0.0217,0.0209
1583,316.600,12.4147,0.0221,0.0212
1584,316.800,12.6611,0.0217,0.0214
1585,317.000,12.3495,0.0214,0.0211
1586,317.200,12.4364,0.0209,0.0213
1587,317.400,11.4143,0.0209,0.0211
1588,317.600,11.3738,0.0209,0.0221
1589,317.800,12.3086,0.0220,0.0228
1590,318.000,12.2362,0.0293,0.0210
1591,318.200,12.1457,0.0249,0.0212
1592,318.400,12.2076,0.0211,0.0212
1593,318.600,11.9559,0.0209,0.0213
1594,318.800,11.6451,0.0209,0.0212
1595,319.000,11.1434,0.0210,0.0217
1596,319.200,12.6501,0.0210,0.0212
1597,319.400,12.4062,0.0227,0.0529
1598,319.600,12.3995,0.0211,0.0213
1599,319.800,12.1626,0.0216,0.0215
1600,320.000,12.6554,0.0270,0.0228
1601,320.200,14.4080,0.0210,0.0214
1602,320.400,14.7009,0.0210,0.0216
1603,320.600,13.3072,0.0209,0.0216
1604,320.800,12.1016,0.0209,0.0220
1605,321.000,11.3463,0.0209,0.0212
1606,321.200,11.6301,0.0209,0.0212
1607,321.400,12.4798,0.0208,0.0218
1608,321.600,11.6379,0.0211,0.0211
1609,321.800,12.0869,0.0219,0.0212
1610,322.000,11.9368,0.0281,0.0215
1611,322.200,11.3604,0.0210,0.0220
1612,322.400,10.7903,0.0211,0.0227
1613,322.600,12.2546,0.0210,0.0220
1614,322.800,12.6784,0.0214,0.0216
1615,323.000,13.3021,0.0209,0.0214
1616,323.200,13.0095,0.0214,0.0219
1617,323.400,12.1574,0.0210,0.0214
1618,323.600,13.7901,0.0210,0.0227
1619,323.800,12.0215,0.0219,0.0221
1620,324.000,10.9541,0.0361,0.0214
1621,324.200,12.0877,0.0210,0.0217
1622,324.400,12.2908,0.0219,0.0292
1623,324.600,12.4734,0.0210,0.0217
1624,324.800,12.9808,0.0211,0.0221
1625,325.000,12.5465,0.0209,0.0214
1626,325.200,12.2914,0.0216,0.0218
1627,325.400,12.1583,0.0210,0.0218
1628,325.600,11.3535,0.0212,0.0227
1629,325.800,11.7330,0.0212,0.0289
1630,326.000,12.6389,0.0347,0.0214
1631,326.200,12.5487,0.0210,0.0215
1632,326.400,14.8547,0.0210,0.0216
1633,326.600,13.2007,0.0215,0.0221
1634,326.800,14.2168,0.0209,0.0222
1635,327.000,12.8525,0.0222,0.0216
1636,327.200,13.2746,0.0209,0.0226
1637,327.400,12.3904,0.0210,0.0219
1638,327.600,12.2129,0.0247,0.0228
1639,327.800,11.8249,0.0217,0.0215
1640,328.000,11.0980,0.0214,0.0213
1641,328.200,12.3087,0.0279,0.0215
1642,328.400,14.1176,0.0217,0.0214
1643,328.600,12.7479,0.0210,0.0213
1644,328.800,12.2322,0.0215,0.0214
1645,329.000,12.2107,0.0211,0.0215
1646,329.200,12.5492,0.0211,0.0215
1647,329.400,11.3555,0.0211,0.0230
1648,329.600,11.3417,0.0226,0.0226
1649,329.800,11.9153,0.0212,0.0217
1650,330.000,12.3162,0.0432,0.0213
1651,330.200,12.3535,0.0215,0.0220
1652,330.400,15.1647,0.0210,0.0215
1653,330.600,16.5420,0.0211,0.0220
1654,330.800,14.9765,0.0210,0.0215
1655,331.000,12.7739,0.0211,0.0214
1656,331.200,12.7358,0.0211,0.0224
1657,331.400,11.8021,0.0210,0.0245
1658,331.600,11.9888,0.0215,0.0220
1659,331.800,11.4766,0.0212,0.0225
1660,332.000,11.7113,0.0225,0.0218
1661,332.200,10.9810,0.0268,0.0215
1662,332.400,11.9492,0.0212,0.0213
1663,332.600,11.6844,0.0215,0.0221
1664,332.800,11.7208,0.0211,0.0799
1665,333.000,11.2330,0.0211,0.0213
1666,333.200,11.7683,0.0211,0.0212
1667,333.400,12.5478,0.0216,0.0214
1668,333.600,12.6949,0.0212,0.0428
1669,333.800,12.5731,0.0216,0.0238
1670,334.000,12.1334,0.0293,0.0218
1671,334.200,11.8073,0.0212,0.0218
1672,334.400,12.0073,0.0212,0.0213
1673,334.600,11.2228,0.0225,0.0219
1674,334.800,13.0933,0.0211,0.0214
1675,335.000,11.2854,0.0216,0.0213
1676,335.200,12.1210,0.0210,0.0213
1677,335.400,11.8406,0.0210,0.0217
1678,335.600,11.8668,0.0212,0.0225
1679,335.800,11.6677,0.0211,0.0216
1680,336.000,11.2147,0.0212,0.0213
1681,336.200,11.1062,0.0277,0.0235
1682,336.400,13.0830,0.0209,0.0225
1683,336.600,12.5614,0.0211,0.0223
1684,336.800,12.3100,0.0249,0.0216
1685,337.000,12.1597,0.0211,0.0223
1686,337.200,12.2852,0.0227,0.0243
1687,337.400,11.0557,0.0210,0.0218
1688,337.600,11.2291,0.0212,0.0213
1689,337.800,11.7419,0.0212,0.0214
1690,338.000,12.6601,0.0212,0.0222
1691,338.200,12.8581,0.0323,0.0227
1692,338.400,12.5660,0.0212,0.0388
1693,338.600,12.5839,0.0215,0.0232
1694,338.800,12.5609,0.0212,0.0222
1695,339.000,12.7564,0.0211,0.0228
1696,339.200,11.8263,0.0211,0.0214
1697,339.400,11.6817,0.0218,0.0213
1698,339.600,12.3856,0.0210,0.0212
1699,339.800,12.2726,0.0226,0.0225
1700,340.000,11.7225,0.0248,0.0225
1701,340.200,11.8747,0.0233,0.0226
1702,340.400,11.8893,0.0216,0.0221
1703,340.600,11.4310,0.0211,0.0217
1704,340.800,11.0201,0.0211,0.0220
1705,341.000,12.0191,0.0211,0.0224
1706,341.200,12.7551,0.0211,0.0219
1707,341.400,13.2367,0.0215,0.0216
1708,341.600,13.0419,0.0209,0.0219
1709,341.800,13.0284,0.0215,0.0224
1710,342.000,12.3454,0.0209,0.0219
1711,342.200,12.3470,0.0260,0.0218
1712,342.400,11.4503,0.0216,0.0224
1713,342.600,11.6897,0.0210,0.0374
1714,342.800,12.2564,0.0212,0.0385
1715,343.000,12.2890,0.0211,0.0384
1716,343.200,12.2087,0.0215,0.0354
1717,343.400,12.2435,0.0210,0.0339
1718,343.600,11.9709,0.0211,0.0329
1719,343.800,12.0205,0.0241,0.0356
1720,344.000,11.0473,0.0341,0.0219
1721,344.200,12.3610,0.0211,0.0218
1722,344.400,11.9542,0.0210,0.0215
1723,344.600,12.0618,0.0211,0.0219
1724,344.800,12.0064,0.0256,0.0229
1725,345.000,11.9574,0.0215,0.0215
1726,345.200,11.4473,0.0211,0.0217
1727,345.400,11.7100,0.0210,0.0217
1728,345.600,12.5416,0.0254,0.0215
1729,345.800,14.4388,0.0218,0.0215
1730,346.000,12.4245,0.0240,0.0212
1731,346.200,11.8786,0.0210,0.0387
1732,346.400,12.0800,0.0214,0.0227
1733,346.600,11.8585,0.0224,0.0222
1734,346.800,11.5591,0.0213,0.0224
1735,347.000,11.0853,0.0220,0.0233
1736,347.200,12.6603,0.0214,0.0219
1737,347.400,12.7356,0.0225,0.0216
1738,347.600,13.5205,0.0211,0.0214
1739,347.800,13.2042,0.0210,0.0220
1740,348.000,12.8234,0.0276,0.0220
1741,348.200,14.5461,0.0253,0.0217
1742,348.400,12.6743,0.0210,0.0215
1743,348.600,11.9983,0.0210,0.0217
1744,348.800,11.3745,0.0211,0.0218
1745,349.000,10.9983,0.0219,0.0583
1746,349.200,12.3914,0.0214,0.0222
1747,349.400,14.6068,0.0210,0.0219
1748,349.600,15.2453,0.0211,0.0218
1749,349.800,14.3475,0.0253,0.0216
1750,350.000,13.7873,0.0244,0.0261
1751,350.200,11.7366,0.0210,0.0212
1752,350.400,12.3131,0.0210,0.0218
1753,350.600,13.0507,0.0215,0.0220
1754,350.800,12.6656,0.0214,0.0219
1755,351.000,12.6053,0.0210,0.0544
1756,351.200,12.3469,0.0216,0.0223
1757,351.400,12.3868,0.0218,0.0225
1758,351.600,12.0482,0.0209,0.0219
1759,351.800,11.2657,0.0209,0.0218
1760,352.000,12.1740,0.0217,0.0221
1761,352.200,12.7729,0.0281,0.0226
1762,352.400,12.6101,0.0218,0.0219
1763,352.600,11.9920,0.0212,0.0218
1764,352.800,12.1066,0.0216,0.0214
1765,353.000,11.8503,0.0209,0.0215
1766,353.200,11.2551,0.0208,0.0218
1767,353.400,11.2508,0.0209,0.0227
1768,353.600,12.3797,0.0209,0.0218
1769,353.800,12.2769,0.0210,0.0216
1770,354.000,11.6919,0.0264,0.0220
1771,354.200,11.8604,0.0243,0.0216
1772,354.400,11.6789,0.0214,0.0218
1773,354.600,10.8101,0.0209,0.0220
1774,354.800,12.0263,0.0209,0.0218
1775,355.000,12.2321,0.0224,0.0213
1776,355.200,11.9838,0.0209,0.0213
1777,355.400,12.0270,0.0212,0.0218
1778,355.600,11.8277,0.0214,0.0220
1779,355.800,11.8587,0.0222,0.0226
1780,356.000,11.4918,0.0248,0.0222
1781,356.200,14.1179,0.0211,0.0221
1782,356.400,12.9570,0.0210,0.0213
1783,356.600,12.6173,0.0211,0.0218
1784,356.800,13.1947,0.0215,0.0215
1785,357.000,13.0723,0.0209,0.0213
1786,357.200,16.9899,0.0210,0.0216
1787,357.400,20.3974,0.0211,0.0215
1788,357.600,18.2161,0.0228,0.0385
1789,357.800,20.6513,0.0228,0.0218
1790,358.000,19.9108,0.0211,0.0216
1791,358.200,20.1464,0.0215,0.0213
1792,358.400,23.4680,0.0215,0.0213
1793,358.600,20.9491,0.0210,0.0214
1794,358.800,24.6209,0.0209,0.0213
1795,359.000,23.1017,0.0213,0.0216
1796,359.200,22.2800,0.0209,0.0220
1797,359.400,19.6965,0.0210,0.0216
1798,359.600,23.1751,0.0209,0.0216
1799,359.800,21.5380,0.0243,0.0305
1800,360.000,20.4463,0.0211,0.0219
1801,360.200,19.3290,0.0223,0.0219
1802,360.400,20.7885,0.0211,0.0276
1803,360.600,16.3077,0.0221,0.0212
1804,360.800,16.2701,0.0215,0.0217
1805,361.000,16.4570,0.0210,0.0214
1806,361.200,17.2736,0.0210,0.0213
1807,361.400,16.4831,0.0216,0.0213
1808,361.600,17.0504,0.0267,0.0213
1809,361.800,16.0703,0.0227,0.0216
1810,362.000,15.9730,0.0210,0.0325
1811,362.200,15.6261,0.0209,0.0393
1812,362.400,16.0884,0.0214,0.0223
1813,362.600,17.2266,0.0218,0.0215
1814,362.800,17.2936,0.0225,0.0220
1815,363.000,17.7798,0.0213,0.0217
1816,363.200,16.2388,0.0208,0.0216
1817,363.400,16.0939,0.0255,0.0214
1818,363.600,17.3787,0.0290,0.0211
1819,363.800,17.7551,0.0209,0.0215
1820,364.000,17.4018,0.0210,0.0215
1821,364.200,16.3750,0.0208,0.0225
1822,364.400,16.5106,0.0209,0.0222
1823,364.600,14.3119,0.0209,0.0218
1824,364.800,14.3013,0.0227,0.0214
1825,365.000,14.3746,0.0209,0.0214
1826,365.200,14.3499,0.0232,0.0214
1827,365.400,14.3409,0.0214,0.0213
1828,365.600,14.0315,0.0252,0.0216
1829,365.800,14.2406,0.0211,0.0219
1830,366.000,13.9213,0.0214,0.0216
1831,366.200,13.8728,0.0210,0.0215
1832,366.400,14.1107,0.0210,0.0403
1833,366.600,14.9873,0.0213,0.0224
1834,366.800,15.1805,0.0244,0.0217
1835,367.000,14.6733,0.0209,0.0213
1836,367.200,14.7197,0.0246,0.0216
1837,367.400,15.1325,0.0224,0.0221
1838,367.600,16.3688,0.0227,0.0215
1839,367.800,15.8612,0.0219,0.0211
1840,368.000,14.4947,0.0209,0.0210
1841,368.200,14.0332,0.0209,0.0228
1842,368.400,15.2300,0.0209,0.0215
1843,368.600,13.9021,0.0210,0.0218
1844,368.800,14.5126,0.0208,0.0221
1845,369.000,14.3502,0.0213,0.0222
1846,369.200,13.8301,0.0210,0.0215
1847,369.400,14.9605,0.0273,0.0214
1848,369.600,14.4181,0.0209,0.0211
1849,369.800,14.1809,0.0209,0.0214
1850,370.000,14.0207,0.0210,0.0335
1851,370.200,13.7947,0.0209,0.0223
1852,370.400,13.4139,0.0220,0.0219
1853,370.600,13.6631,0.0210,0.0242
1854,370.800,13.8180,0.0209,0.0220
1855,371.000,13.5244,0.0209,0.0219
1856,371.200,15.8093,0.0210,0.0214
1857,371.400,15.5207,0.0219,0.0215
1858,371.600,15.4652,0.0242,0.0217
1859,371.800,15.7664,0.0213,0.0220
1860,372.000,19.5962,0.0209,0.0219
1861,372.200,20.6980,0.0209,0.0216
1862,372.400,17.8496,0.0211,0.0211
1863,372.600,19.2064,0.0211,0.0269
1864,372.800,19.6336,0.0227,0.0361
1865,373.000,17.8815,0.0211,0.0226
1866,373.200,18.8461,0.0213,0.0220
1867,373.400,24.2153,0.0259,0.0216
1868,373.600,20.8271,0.0209,0.0216
1869,373.800,19.5766,0.0211,0.0253
1870,374.000,16.0720,0.0212,0.0218
1871,374.200,15.7750,0.0212,0.0217
1872,374.400,15.6536,0.0212,0.0219
1873,374.600,15.8691,0.0211,0.0215
1874,374.800,17.1187,0.0210,0.0215
1875,375.000,17.2194,0.0210,0.0219
1876,375.200,16.5102,0.0212,0.0222
1877,375.400,15.9492,0.0272,0.0213
1878,375.600,16.0882,0.0209,0.0217
1879,375.800,16.0004,0.0210,0.0273
1880,376.000,16.4916,0.0209,0.0217
1881,376.200,18.3416,0.0214,0.0287
1882,376.400,16.4991,0.0210,0.0214
1883,376.600,16.1366,0.0210,0.0218
1884,376.800,16.1318,0.0213,0.0214
1885,377.000,16.3489,0.0211,0.0217
1886,377.200,16.9072,0.0215,0.0451
1887,377.400,18.5651,0.0409,0.0392
1888,377.600,17.7966,0.0208,0.0217
1889,377.800,16.2773,0.0250,0.0215
1890,378.000,16.2509,0.0222,0.0216
1891,378.200,16.2971,0.0210,0.0216
1892,378.400,18.4561,0.0209,0.0216
1893,378.600,16.6364,0.0211,0.0212
1894,378.800,16.2577,0.0208,0.0215
1895,379.000,15.8826,0.0209,0.0216
1896,379.200,15.9750,0.0210,0.0216
1897,379.400,18.9056,0.0219,0.0430
1898,379.600,19.4100,0.0208,0.0244
1899,379.800,18.2150,0.0209,0.0216
1900,380.000,17.9434,0.0213,0.0221
1901,380.200,18.7854,0.0210,0.0214
1902,380.400,19.1951,0.0210,0.0215
1903,380.600,17.5657,0.0223,0.0215
1904,380.800,20.3576,0.0210,0.0220
1905,381.000,21.0711,0.0215,0.0216
1906,381.200,18.6198,0.0210,0.0213
1907,381.400,19.5107,0.0314,0.0214
1908,381.600,18.2535,0.0223,0.0219
1909,381.800,15.6330,0.0212,0.0220
1910,382.000,15.8104,0.0211,0.0215
1911,382.200,15.6462,0.0210,0.0216
1912,382.400,16.0230,0.0210,0.0220
1913,382.600,17.1501,0.0214,0.0215
1914,382.800,17.5398,0.0211,0.0214
1915,383.000,17.8537,0.0223,0.0213
1916,383.200,16.0614,0.0217,0.0211
1917,383.400,16.0255,0.0259,0.0222
1918,383.600,15.7541,0.0213,0.0213
1919,383.800,16.3016,0.0210,0.0216
1920,384.000,16.4754,0.0209,0.0221
1921,384.200,17.0856,0.0210,0.0222
1922,384.400,16.0024,0.0211,0.0217
