call_index,mission_time_s,nmpc_solve_time_ms,pid50_solve_time_ms,pid5_solve_time_ms
639,127.800,11.7151,0.0247,0.0219
640,128.000,12.9972,0.0248,0.0386
641,128.200,12.7386,0.0208,0.0223
642,128.400,14.2390,0.0213,0.0220
643,128.600,13.4214,0.0249,0.0385
644,128.800,14.6937,0.0213,0.0342
645,129.000,13.3231,0.0209,0.0228
646,129.200,13.3025,0.0210,0.0216
647,129.400,12.2887,0.0210,0.0223
648,129.600,13.0260,0.0210,0.0216
649,129.800,12.2811,0.0293,0.0214
650,130.000,11.7490,0.0240,0.0348
651,130.200,11.1935,0.0246,0.0382
652,130.400,11.3068,0.0208,0.0223
653,130.600,12.1924,0.0210,0.0221
654,130.800,12.0317,0.0210,0.0218
655,131.000,12.1817,0.0210,0.0224
656,131.200,12.2745,0.0209,0.0219
657,131.400,12.7878,0.0213,0.0215
658,131.600,14.9435,0.0209,0.0213
659,131.800,15.2858,0.0209,0.0212
660,132.000,14.3554,0.0280,0.0214
661,132.200,13.4049,0.0336,0.0214
662,132.400,12.7503,0.0218,0.0211
663,132.600,12.8209,0.0215,0.0211
664,132.800,13.2312,0.0210,0.0212
665,133.000,12.6094,0.0209,0.0259
666,133.200,13.1057,0.0209,0.0218
667,133.400,13.2160,0.0209,0.1436
668,133.600,15.7457,0.0210,0.0223
669,133.800,15.7133,0.0243,0.0219
670,134.000,15.6521,0.0228,0.0232
671,134.200,15.1097,0.0274,0.0216
672,134.400,15.2086,0.0229,0.0213
673,134.600,15.5878,0.0210,0.0212
674,134.800,16.6347,0.0209,0.0351
675,135.000,15.2682,0.0243,0.0387
676,135.200,15.8860,0.0217,0.0370
677,135.400,15.8750,0.0216,0.0228
678,135.600,13.4392,0.0208,0.0220
679,135.800,13.1031,0.0209,0.0222
680,136.000,15.8153,0.0209,0.0222
681,136.200,14.3458,0.0256,0.0216
682,136.400,13.7291,0.0253,0.0216
683,136.600,13.4653,0.0219,0.0222
684,136.800,13.8292,0.0226,0.0213
685,137.000,13.0237,0.0214,0.0357
686,137.200,12.2811,0.0213,0.0385
687,137.400,12.0893,0.0223,0.0358
688,137.600,12.9409,0.0210,0.0314
689,137.800,13.3356,0.0212,0.0216
690,138.000,13.3977,0.0210,0.0215
691,138.200,13.8377,0.0247,0.0226
692,138.400,13.4004,0.0268,0.0219
693,138.600,13.4365,0.0216,0.0220
694,138.800,12.8824,0.0210,0.0218
695,139.000,13.1840,0.0214,0.0212
696,139.200,12.5226,0.0209,0.0348
697,139.400,13.5047,0.0216,0.0373
698,139.600,13.0858,0.0209,0.0309
699,139.800,13.1992,0.0209,0.0218
700,140.000,13.2332,0.0240,0.0220
701,140.200,13.5074,0.0209,0.0218
702,140.400,14.1853,0.0208,0.0220
703,140.600,13.3505,0.0271,0.0215
704,140.800,12.2099,0.0207,0.0212
705,141.000,12.5515,0.0210,0.0216
706,141.200,12.6936,0.0208,0.0213
707,141.400,13.0438,0.0214,0.0215
708,141.600,13.1410,0.0209,0.0392
709,141.800,13.2185,0.0209,0.0390
710,142.000,13.2821,0.0223,0.0217
711,142.200,12.7252,0.0212,0.0213
712,142.400,12.4671,0.0209,0.0210
713,142.600,13.1073,0.0209,0.0731
714,142.800,13.2466,0.0245,0.0217
715,143.000,13.9732,0.0209,0.0212
716,143.200,13.8923,0.0211,0.0216
717,143.400,13.4858,0.0210,0.0210
718,143.600,13.2977,0.0208,0.0214
719,143.800,12.1722,0.0258,0.0219
720,144.000,11.7966,0.0354,0.0214
721,144.200,14.1200,0.0398,0.0266
722,144.400,14.5714,0.0390,0.0213
723,144.600,13.9416,0.0338,0.0216
724,144.800,12.1186,0.0337,0.0379
725,145.000,11.6323,0.0321,0.0227
726,145.200,11.8028,0.0208,0.0214
727,145.400,11.8445,0.0208,0.0259
728,145.600,12.4873,0.0214,0.0216
729,145.800,12.7804,0.0241,0.0211
730,146.000,12.6147,0.0277,0.0211
731,146.200,12.3432,0.0240,0.0212
732,146.400,12.1840,0.0209,0.0218
733,146.600,12.0348,0.0209,0.0215
734,146.800,11.1829,0.0208,0.0209
735,147.000,13.6171,0.0209,0.0321
736,147.200,14.0444,0.0219,0.0225
737,147.400,13.6460,0.0207,0.0273
738,147.600,13.2465,0.0210,0.0233
739,147.800,13.3786,0.0217,0.0219
740,148.000,14.1015,0.0322,0.0217
741,148.200,16.2574,0.0263,0.0219
742,148.400,14.1945,0.0207,0.0219
743,148.600,13.6065,0.0247,0.0215
744,148.800,14.0235,0.0213,0.0210
745,149.000,12.7777,0.0207,0.0216
746,149.200,13.4254,0.0220,0.0224
747,149.400,15.5798,0.0209,0.0218
748,149.600,15.2459,0.0252,0.0221
749,149.800,12.9986,0.0273,0.2147
750,150.000,11.9183,0.0255,0.0225
751,150.200,11.9281,0.0213,0.0218
752,150.400,14.0091,0.0209,0.0216
753,150.600,13.4019,0.0217,0.0214
754,150.800,13.7146,0.0217,0.0212
755,151.000,13.5818,0.0208,0.0213
756,151.200,11.7074,0.0213,0.0219
757,151.400,12.7929,0.0208,0.0215
758,151.600,12.2134,0.0208,0.0213
759,151.800,13.1707,0.0208,0.0221
760,152.000,13.1770,0.0210,0.0222
761,152.200,11.4497,0.0248,0.0219
762,152.400,11.0332,0.0210,0.0362
763,152.600,11.5902,0.0208,0.0221
764,152.800,12.6100,0.0208,0.0323
765,153.000,12.8421,0.0216,0.0213
766,153.200,12.8759,0.0207,0.0215
767,153.400,12.5917,0.0207,0.0215
768,153.600,12.8293,0.0211,0.0211
769,153.800,11.4342,0.0212,0.0215
770,154.000,11.1396,0.0268,0.0209
771,154.200,12.3507,0.0264,0.0213
772,154.400,12.7702,0.0208,0.0265
773,154.600,12.4302,0.0208,0.0215
774,154.800,12.7575,0.0208,0.0394
775,155.000,12.1697,0.0212,0.0231
776,155.200,11.3757,0.0208,0.0220
777,155.400,11.2921,0.0230,0.0215
778,155.600,12.1689,0.0212,0.0213
779,155.800,12.8791,0.0209,0.0216
780,156.000,11.9555,0.0215,0.0218
781,156.200,11.8802,0.0237,0.0217
782,156.400,11.8468,0.0226,0.0215
783,156.600,11.1311,0.0216,0.0211
784,156.800,13.3617,0.0208,0.0214
785,157.000,13.0424,0.0217,0.0220
786,157.200,13.2032,0.0209,0.0220
787,157.400,15.4238,0.0207,0.0226
788,157.600,12.3722,0.0211,0.0214
789,157.800,12.0426,0.0207,0.0216
790,158.000,11.9632,0.0234,0.0211
791,158.200,11.4434,0.0368,0.0213
792,158.400,11.3529,0.0211,0.0211
793,158.600,11.7250,0.0206,0.0210
794,158.800,11.8077,0.0211,0.0214
795,159.000,13.3272,0.0206,0.0210
796,159.200,12.6143,0.0206,0.0215
797,159.400,15.5243,0.0206,0.0217
798,159.600,15.3667,0.0212,0.0209
799,159.800,15.6273,0.0215,0.0221
800,160.000,12.0810,0.0206,0.0233
801,160.200,12.9222,0.0281,0.0264
802,160.400,12.8691,0.0261,0.0214
803,160.600,12.3086,0.0212,0.0213
804,160.800,12.0702,0.0207,0.0215
805,161.000,14.2298,0.0208,0.0208
806,161.200,11.2100,0.0208,0.0212
807,161.400,13.0055,0.0208,0.0213
808,161.600,12.4137,0.0207,0.0211
809,161.800,11.5837,0.0214,0.0215
810,162.000,12.4316,0.0209,0.0220
811,162.200,11.6124,0.0237,0.0217
812,162.400,12.3936,0.0306,0.0220
813,162.600,11.9355,0.0214,0.0213
814,162.800,11.8874,0.0209,0.0213
815,163.000,11.0920,0.0244,0.0214
816,163.200,11.7363,0.0209,0.0213
817,163.400,12.3782,0.0209,0.0215
818,163.600,12.8294,0.0226,0.0212
819,163.800,12.6122,0.0220,0.0217
820,164.000,12.5367,0.0213,0.0223
821,164.200,13.5163,0.0213,0.0216
822,164.400,13.1264,0.0270,0.0215
823,164.600,12.8132,0.0333,0.0213
824,164.800,13.3965,0.0208,0.0229
825,165.000,10.9073,0.0214,0.0214
826,165.200,12.1097,0.0207,0.0213
827,165.400,11.5044,0.0216,0.0218
828,165.600,11.7510,0.0217,0.0213
829,165.800,11.6946,0.0210,0.0223
830,166.000,10.9376,0.0210,0.0213
831,166.200,11.2450,0.0210,0.0215
832,166.400,11.7123,0.0365,0.0214
833,166.600,11.7666,0.0261,0.0212
834,166.800,11.6006,0.0210,0.0219
835,167.000,11.2232,0.0209,0.0237
836,167.200,13.1042,0.0209,0.0226
837,167.400,12.6392,0.0220,0.0233
838,167.600,11.6912,0.0244,0.0221
839,167.800,11.7218,0.0210,0.0216
840,168.000,11.7790,0.0207,0.0213
841,168.200,11.5945,0.0207,0.0218
842,168.400,11.3848,0.0273,0.0215
843,168.600,10.7728,0.0331,0.0221
844,168.800,12.2287,0.0219,0.0219
845,169.000,11.8600,0.0208,0.0213
846,169.200,11.8734,0.0208,0.0215
847,169.400,11.6913,0.0208,0.0214
848,169.600,11.3551,0.0207,0.0220
849,169.800,10.9634,0.0208,0.0222
850,170.000,12.1916,0.0209,0.0217
851,170.200,12.3029,0.0211,0.0215
852,170.400,12.1593,0.0207,0.0214
853,170.600,11.6451,0.0209,0.0219
854,170.800,11.6944,0.0225,0.0215
855,171.000,10.9869,0.0258,0.0214
856,171.200,11.7554,0.0209,0.0215
857,171.400,11.6814,0.0216,0.0213
858,171.600,11.7701,0.0210,0.0209
859,171.800,11.6873,0.0207,0.0307
860,172.000,11.3150,0.0208,0.0218
861,172.200,11.0270,0.0208,0.0228
862,172.400,11.9560,0.0212,0.0238
863,172.600,11.9512,0.0289,0.0309
864,172.800,11.6561,0.0405,0.0214
865,173.000,11.4127,0.0214,0.0214
866,173.200,11.6858,0.0208,0.0213
867,173.400,12.4564,0.0212,0.0216
868,173.600,11.6005,0.0237,0.0224
869,173.800,13.0066,0.0209,0.0216
870,174.000,14.4849,0.0227,0.0213
871,174.200,12.0513,0.0208,0.0214
872,174.400,11.7586,0.0206,0.0382
873,174.600,11.5961,0.0261,0.0219
874,174.800,11.3203,0.0218,0.0215
875,175.000,11.3579,0.0213,0.0215
876,175.200,12.5627,0.0208,0.0225
877,175.400,12.8354,0.0213,0.0221
878,175.600,12.7031,0.0207,0.0224
879,175.800,15.1997,0.0302,0.0216
880,176.000,12.5171,0.0369,0.0215
881,176.200,12.2032,0.0231,0.0216
882,176.400,12.1251,0.0273,0.0220
883,176.600,11.4168,0.0260,0.0216
884,176.800,11.1937,0.0214,0.0216
885,177.000,12.3437,0.0247,0.0214
886,177.200,12.4600,0.0205,0.0215
887,177.400,13.5451,0.0206,0.0219
888,177.600,15.3139,0.0207,0.0224
889,177.800,12.9675,0.0212,0.0215
890,178.000,12.4612,0.0213,0.0218
891,178.200,12.5192,0.0207,0.0217
892,178.400,12.3463,0.0207,0.0351
893,178.600,12.0731,0.0301,0.0226
894,178.800,14.6328,0.0250,0.0217
895,179.000,13.2528,0.0214,0.0218
896,179.200,13.1737,0.0207,0.0224
897,179.400,11.9091,0.0208,0.0214
898,179.600,11.8779,0.0212,0.0211
899,179.800,12.1343,0.0352,0.0226
900,180.000,14.3750,0.0325,0.0218
901,180.200,12.8340,0.0209,0.0218
902,180.400,13.3894,0.0270,0.0214
903,180.600,12.9643,0.0239,0.0216
904,180.800,12.3704,0.0213,0.0211
905,181.000,12.0295,0.0207,0.0224
906,181.200,11.9173,0.0207,0.0214
907,181.400,11.3437,0.0208,0.0212
908,181.600,12.2653,0.0362,0.0211
909,181.800,13.2093,0.0305,0.0210
910,182.000,14.5781,0.0222,0.0217
911,182.200,13.3604,0.0259,0.1508
912,182.400,13.8821,0.0231,0.0218
913,182.600,13.4806,0.0208,0.0216
914,182.800,12.7532,0.0213,0.0215
915,183.000,12.1981,0.0206,0.0214
916,183.200,12.2863,0.0217,0.0215
917,183.400,11.7605,0.0377,0.0214
918,183.600,11.3969,0.0348,0.0214
919,183.800,11.9770,0.0215,0.0215
920,184.000,13.6696,0.0305,0.0217
921,184.200,13.0986,0.0332,0.0214
922,184.400,12.9868,0.0206,0.0218
923,184.600,13.5296,0.0207,0.0214
924,184.800,12.9674,0.0205,0.0218
925,185.000,12.3876,0.0209,0.0231
926,185.200,12.4705,0.0208,0.0266
927,185.400,11.7012,0.0213,0.0215
928,185.600,11.4257,0.0212,0.0215
929,185.800,12.0402,0.0282,0.0219
930,186.000,13.9597,0.0231,0.0215
931,186.200,13.0303,0.0209,0.0214
932,186.400,12.8121,0.0211,0.0216
933,186.600,12.8058,0.0207,0.0224
934,186.800,12.9436,0.0219,0.0221
935,187.000,11.9557,0.0208,0.0219
936,187.200,12.6155,0.0206,0.0233
937,187.400,13.8099,0.0217,0.0214
938,187.600,12.2768,0.0218,0.0222
939,187.800,11.6995,0.0256,0.0225
940,188.000,13.1185,0.0281,0.0213
941,188.200,14.0568,0.0209,0.0216
942,188.400,14.6003,0.0208,0.0212
943,188.600,16.0542,0.0207,0.0218
944,188.800,15.7849,0.0214,0.0216
945,189.000,13.1912,0.0210,0.0214
946,189.200,13.5283,0.0223,0.0212
947,189.400,13.3601,0.0208,0.0216
948,189.600,13.2600,0.0214,0.0217
949,189.800,13.6705,0.0274,0.0229
950,190.000,13.3298,0.0228,0.0215
951,190.200,12.3352,0.0208,0.0216
952,190.400,13.7688,0.0206,0.0217
953,190.600,13.7130,0.0208,0.0216
954,190.800,12.7878,0.0205,0.0215
955,191.000,12.5664,0.0208,0.0211
956,191.200,12.0282,0.0209,0.0214
957,191.400,12.6620,0.0221,0.0219
958,191.600,12.0913,0.0208,0.0251
959,191.800,11.7556,0.0218,0.0220
960,192.000,11.0301,0.0208,0.0226
961,192.200,12.7158,0.0249,0.0217
962,192.400,12.2367,0.0217,0.0268
963,192.600,12.3439,0.0211,0.0213
964,192.800,12.2194,0.0208,0.0215
965,193.000,11.7306,0.0206,0.0215
966,193.200,11.8221,0.0208,0.0220
967,193.400,11.2669,0.0227,0.0212
968,193.600,12.4894,0.0207,0.0212
969,193.800,13.5374,0.0211,0.0221
970,194.000,13.3931,0.0214,0.0222
971,194.200,13.4444,0.0241,0.0225
972,194.400,13.1208,0.0231,0.0224
973,194.600,13.0592,0.0208,0.0218
974,194.800,12.3262,0.0209,0.0213
975,195.000,12.3682,0.0208,0.0230
976,195.200,11.8492,0.0209,0.0216
977,195.400,11.4632,0.0208,0.0217
978,195.600,10.9538,0.0207,0.0212
979,195.800,12.1945,0.0207,0.0261
980,196.000,12.3208,0.0217,0.0212
981,196.200,12.1927,0.0267,0.0221
982,196.400,12.0065,0.0212,0.0226
983,196.600,12.7688,0.0208,0.0264
984,196.800,11.5414,0.0212,0.0235
985,197.000,11.0367,0.0220,0.0221
986,197.200,12.2049,0.0209,0.0213
987,197.400,12.3943,0.0209,0.0211
988,197.600,12.6590,0.0214,0.0211
989,197.800,12.1342,0.0211,0.0316
990,198.000,12.9835,0.0206,0.0213
991,198.200,13.4028,0.0210,0.0215
992,198.400,12.6901,0.0283,0.0213
993,198.600,12.1856,0.0207,0.0213
994,198.800,13.4536,0.0206,0.0218
995,199.000,12.8447,0.0207,0.0512
996,199.200,13.3808,0.0209,0.0227
997,199.400,13.6436,0.0219,0.0214
998,199.600,13.4441,0.0207,0.0222
999,199.800,12.7253,0.0207,0.0216
1000,200.000,13.2354,0.0212,0.0212
1001,200.200,12.5717,0.0214,0.0213
1002,200.400,12.7290,0.0258,0.0212
1003,200.600,12.0956,0.0208,0.0215
1004,200.800,11.7557,0.0206,0.0214
1005,201.000,11.3283,0.0205,0.0212
1006,201.200,13.7525,0.0206,0.0212
1007,201.400,11.2533,0.0208,0.0220
1008,201.600,13.9319,0.0205,0.0236
1009,201.800,12.7076,0.0206,0.0221
1010,202.000,12.3078,0.0251,0.0215
1011,202.200,12.4481,0.0236,0.0216
1012,202.400,12.0857,0.0372,0.0212
1013,202.600,12.2815,0.0212,0.0213
1014,202.800,11.4229,0.0212,0.0215
1015,203.000,11.0483,0.0209,0.0216
1016,203.200,12.0961,0.0208,0.0213
1017,203.400,11.9199,0.0207,0.0211
1018,203.600,12.4418,0.0215,0.0217
1019,203.800,12.2609,0.0208,0.0216
1020,204.000,12.1587,0.0252,0.0226
1021,204.200,11.9292,0.0251,0.0217
1022,204.400,11.5762,0.0224,0.0214
1023,204.600,12.1989,0.0215,0.0264
1024,204.800,12.5538,0.0207,0.0214
1025,205.000,13.0781,0.0216,0.0213
1026,205.200,12.5870,0.0209,0.0213
1027,205.400,12.2338,0.0216,0.0215
1028,205.600,11.6488,0.0213,0.0214
1029,205.800,11.2330,0.0209,0.0217
1030,206.000,11.8435,0.0208,0.0214
1031,206.200,12.3881,0.0221,0.0236
1032,206.400,12.2576,0.0275,0.0221
1033,206.600,12.3002,0.0210,0.0214
1034,206.800,12.3204,0.0209,0.0212
1035,207.000,11.3485,0.0215,0.0219
1036,207.200,11.4057,0.0221,0.0215
1037,207.400,12.9687,0.0282,0.0217
1038,207.600,13.4830,0.0375,0.0212
1039,207.800,14.7952,0.0296,0.0213
1040,208.000,13.8562,0.0229,0.0215
1041,208.200,13.4679,0.0266,0.0218
1042,208.400,12.9692,0.0210,0.0215
1043,208.600,13.7809,0.0209,0.0230
1044,208.800,13.5861,0.0222,0.0218
1045,209.000,12.2137,0.0240,0.0211
1046,209.200,13.0555,0.0301,0.0213
1047,209.400,13.4536,0.0369,0.0212
1048,209.600,12.6085,0.0286,0.0214
1049,209.800,12.8859,0.0265,0.0215
1050,210.000,13.2297,0.0328,0.0212
1051,210.200,13.0773,0.0254,0.0211
1052,210.400,13.1571,0.0209,0.0209
1053,210.600,13.1231,0.0208,0.0216
1054,210.800,12.7113,0.0223,0.0211
1055,211.000,13.2421,0.0346,0.0228
1056,211.200,12.4431,0.0343,0.0214
1057,211.400,13.4933,0.0209,0.0216
1058,211.600,13.3547,0.0239,0.0213
1059,211.800,13.1929,0.0267,0.0255
1060,212.000,13.2166,0.0208,0.0215
1061,212.200,13.3486,0.0218,0.0215
1062,212.400,13.0374,0.0216,0.0221
1063,212.600,13.3773,0.0207,0.0213
1064,212.800,12.2678,0.0351,0.0212
1065,213.000,12.2984,0.0338,0.0214
1066,213.200,13.1112,0.0222,0.0216
1067,213.400,13.2210,0.0254,0.0221
1068,213.600,13.2137,0.0299,0.0235
1069,213.800,13.3774,0.0208,0.0221
1070,214.000,13.2503,0.0207,0.0214
1071,214.200,12.8565,0.0207,0.0220
1072,214.400,13.0261,0.0212,0.0216
1073,214.600,12.4514,0.0369,0.0214
1074,214.800,12.9176,0.0315,0.0214
1075,215.000,12.1431,0.0230,0.0218
1076,215.200,12.2941,0.0211,0.0217
1077,215.400,12.8312,0.0237,0.0217
1078,215.600,12.6561,0.0207,0.0214
1079,215.800,13.3873,0.0209,0.0230
1080,216.000,13.1543,0.0210,0.0220
1081,216.200,11.8149,0.0209,0.0213
1082,216.400,11.3878,0.0332,0.0214
1083,216.600,10.9006,0.0344,0.0216
1084,216.800,12.3401,0.0214,0.0214
1085,217.000,14.6709,0.0214,0.0217
1086,217.200,15.4505,0.0262,0.0213
1087,217.400,15.9310,0.0221,0.0218
1088,217.600,12.6361,0.0211,0.0214
1089,217.800,12.7228,0.0209,0.0217
1090,218.000,12.5258,0.0228,0.0227
1091,218.200,12.4125,0.0298,0.0222
1092,218.400,12.2614,0.0373,0.0216
1093,218.600,11.7517,0.0217,0.0214
1094,218.800,11.5233,0.0225,0.0213
1095,219.000,11.0806,0.0271,0.0210
1096,219.200,11.7452,0.0207,0.0213
1097,219.400,12.0876,0.0208,0.0223
1098,219.600,12.6228,0.0208,0.0213
1099,219.800,12.8055,0.0218,0.0218
1100,220.000,12.3286,0.0237,0.0214
1101,220.200,12.2631,0.0324,0.0229
1102,220.400,11.9378,0.0293,0.0219
1103,220.600,11.0035,0.0242,0.0356
1104,220.800,12.1802,0.0268,0.0219
1105,221.000,12.0956,0.0212,0.0213
1106,221.200,11.8627,0.0217,0.0216
1107,221.400,11.8700,0.0209,0.0211
1108,221.600,11.3249,0.0212,0.0220
1109,221.800,10.9530,0.0239,0.0215
1110,222.000,12.1338,0.0368,0.0213
1111,222.200,12.2200,0.0274,0.0219
1112,222.400,12.0225,0.0231,0.0225
1113,222.600,11.7890,0.0315,0.0216
1114,222.800,11.8154,0.0208,0.0237
1115,223.000,10.8163,0.0264,0.0218
1116,223.200,11.4077,0.0207,0.0214
1117,223.400,12.1121,0.0230,0.0217
1118,223.600,11.9524,0.0210,0.0211
1119,223.800,11.4580,0.0349,0.0305
1120,224.000,13.8387,0.0310,0.0220
1121,224.200,11.4076,0.0229,0.0216
1122,224.400,10.8273,0.0247,0.0322
1123,224.600,12.0036,0.0360,0.0224
1124,224.800,11.7084,0.0209,0.0219
1125,225.000,12.1857,0.0216,0.0216
1126,225.200,11.9607,0.0210,0.0229
1127,225.400,11.3395,0.0210,0.0222
1128,225.600,10.7925,0.0300,0.0216
1129,225.800,12.3398,0.0366,0.0212
1130,226.000,11.9879,0.0285,0.0215
1131,226.200,12.0896,0.0211,0.0214
1132,226.400,11.7534,0.0440,0.0217
1133,226.600,11.2591,0.0223,0.0213
1134,226.800,11.0697,0.0209,0.0212
1135,227.000,11.5813,0.0209,0.0213
1136,227.200,11.9090,0.0209,0.0243
1137,227.400,11.6883,0.0276,0.0210
1138,227.600,11.5777,0.0386,0.0363
1139,227.800,11.1528,0.0289,0.0226
1140,228.000,10.9641,0.0229,0.0217
1141,228.200,12.1791,0.0222,0.0215
1142,228.400,11.9534,0.0245,0.0214
1143,228.600,11.8870,0.0217,0.0216
1144,228.800,11.8093,0.0215,0.0218
1145,229.000,11.0672,0.0225,0.0214
1146,229.200,10.8391,0.0247,0.0214
1147,229.400,12.0389,0.0377,0.0215
1148,229.600,11.7438,0.0304,0.0224
1149,229.800,11.7071,0.0208,0.0217
1150,230.000,11.8224,0.0235,0.0231
1151,230.200,12.1681,0.0248,0.0217
1152,230.400,11.0218,0.0207,0.0215
1153,230.600,12.2616,0.0209,0.0623
1154,230.800,13.2467,0.0209,0.0212
1155,231.000,14.0841,0.0235,0.0216
1156,231.200,12.6966,0.0361,0.0216
1157,231.400,12.1872,0.0306,0.0216
1158,231.600,12.7033,0.0210,0.0210
1159,231.800,11.2059,0.0227,0.0218
1160,232.000,11.7347,0.0267,0.0254
1161,232.200,12.8958,0.0213,0.0227
1162,232.400,13.2901,0.0219,0.0231
1163,232.600,16.2992,0.0215,0.0221
1164,232.800,15.2788,0.0238,0.0212
1165,233.000,12.9122,0.0370,0.0215
1166,233.200,12.9593,0.0275,0.0210
1167,233.400,13.5135,0.0215,0.0213
1168,233.600,13.7488,0.0212,0.0216
1169,233.800,12.8594,0.0392,0.0215
1170,234.000,13.3301,0.0209,0.0212
1171,234.200,13.6463,0.0211,0.0216
1172,234.400,13.7365,0.0210,0.0831
1173,234.600,13.4467,0.0215,0.0568
1174,234.800,12.9788,0.0339,0.0222
1175,235.000,13.3361,0.0337,0.0220
1176,235.200,13.6912,0.0222,0.0217
1177,235.400,13.8893,0.0255,0.0216
1178,235.600,13.7899,0.0289,0.0215
1179,235.800,13.6767,0.0209,0.0218
1180,236.000,16.2848,0.0210,0.0219
1181,236.200,17.0692,0.0208,0.0219
1182,236.400,16.2211,0.0210,0.0219
1183,236.600,12.9497,0.0330,0.0225
1184,236.800,12.3666,0.0320,0.0261
1185,237.000,11.7734,0.0211,0.0222
1186,237.200,12.0082,0.0217,0.0236
1187,237.400,12.6309,0.0256,0.0216
1188,237.600,12.2804,0.0206,0.0222
1189,237.800,12.3171,0.0228,0.0218
1190,238.000,11.5395,0.0209,0.0214
1191,238.200,11.6750,0.0209,0.0217
1192,238.400,11.0294,0.0274,0.0215
1193,238.600,11.6086,0.0368,0.0227
1194,238.800,12.3152,0.0255,0.0219
1195,239.000,13.8954,0.0217,0.0586
1196,239.200,11.8543,0.0266,0.0216
1197,239.400,11.8863,0.0207,0.0226
1198,239.600,11.2732,0.0207,0.0225
1199,239.800,13.2047,0.0207,0.0215
1200,240.000,12.3323,0.0213,0.0215
1201,240.200,13.0414,0.0232,0.0260
1202,240.400,13.5531,0.0360,0.0212
1203,240.600,13.4356,0.0334,0.0214
1204,240.800,12.6790,0.0220,0.0212
1205,241.000,12.4317,0.0277,0.0215
1206,241.200,12.8851,0.0207,0.0216
1207,241.400,12.5202,0.0207,0.0218
1208,241.600,12.7602,0.0214,0.0216
1209,241.800,13.2679,0.0215,0.0234
1210,242.000,13.3470,0.0209,0.0234
1211,242.200,13.1488,0.0331,0.0214
1212,242.400,12.7338,0.0318,0.0214
1213,242.600,12.7897,0.0208,0.0216
1214,242.800,12.2437,0.0226,0.0265
1215,243.000,12.9158,0.0309,0.0215
1216,243.200,13.4365,0.0207,0.0212
1217,243.400,13.4186,0.0207,0.0215
1218,243.600,14.9834,0.0208,0.0215
1219,243.800,16.3383,0.0207,0.0219
1220,244.000,13.3389,0.0251,0.0215
1221,244.200,14.5741,0.0364,0.0766
1222,244.400,13.3659,0.0256,0.0231
1223,244.600,12.9535,0.0210,0.0220
1224,244.800,13.5609,0.0273,0.0216
1225,245.000,13.5076,0.0215,0.0215
1226,245.200,13.2746,0.0212,0.0211
1227,245.400,13.5367,0.0221,0.0217
1228,245.600,15.3991,0.0209,0.0216
1229,245.800,16.3240,0.0209,0.0216
1230,246.000,15.2955,0.0367,0.0213
1231,246.200,13.1335,0.0289,0.0214
1232,246.400,11.7144,0.0211,0.0353
1233,246.600,11.8822,0.0265,0.0465
1234,246.800,12.4048,0.0209,0.0225
1235,247.000,12.3027,0.0209,0.0217
1236,247.200,12.1997,0.0209,0.0212
1237,247.400,11.7721,0.0215,0.0219
1238,247.600,11.4210,0.0211,0.0223
1239,247.800,11.1025,0.0281,0.0213
1240,248.000,12.4043,0.0384,0.0215
1241,248.200,13.1265,0.0213,0.0213
1242,248.400,12.7388,0.0215,0.0214
1243,248.600,12.4213,0.0268,0.0217
1244,248.800,12.6014,0.0209,0.0214
1245,249.000,13.0790,0.0210,0.0226
1246,249.200,11.7242,0.0210,0.0227
1247,249.400,10.9241,0.0210,0.0326
1248,249.600,11.0875,0.0224,0.0219
1249,249.800,12.3966,0.0362,0.0219
1250,250.000,12.1665,0.0278,0.0221
1251,250.200,11.9979,0.0214,0.0216
1252,250.400,12.4119,0.0284,0.0218
1253,250.600,11.8548,0.0211,0.0220
1254,250.800,11.5738,0.0216,0.0222
1255,251.000,10.9985,0.0209,0.0273
1256,251.200,12.3224,0.0209,0.0220
1257,251.400,12.4629,0.0210,0.0235
1258,251.600,12.0583,0.0296,0.0216
1259,251.800,11.8975,0.0368,0.0219
1260,252.000,11.1217,0.0212,0.0215
1261,252.200,10.9828,0.0213,0.0216
1262,252.400,11.6857,0.0257,0.0211
1263,252.600,11.8118,0.0218,0.0213
1264,252.800,13.9173,0.0208,0.0216
1265,253.000,12.2710,0.0219,0.0214
1266,253.200,13.1879,0.0209,0.0212
1267,253.400,12.8062,0.0248,0.0214
1268,253.600,12.9012,0.0372,0.0221
1269,253.800,12.7552,0.0266,0.0370
1270,254.000,13.2823,0.0217,0.0225
1271,254.200,12.4863,0.0278,0.0212
1272,254.400,13.1774,0.0210,0.0213
1273,254.600,12.9025,0.0210,0.0216
1274,254.800,12.7408,0.0209,0.0217
1275,255.000,12.2738,0.0209,0.0215
1276,255.200,13.7071,0.0209,0.0214
1277,255.400,12.6899,0.0351,0.0215
1278,255.600,12.5235,0.0303,0.0263
1279,255.800,13.1482,0.0213,0.0214
1280,256.000,13.1744,0.0226,0.0216
1281,256.200,12.3537,0.0207,0.0225
1282,256.400,13.2159,0.0207,0.0211
1283,256.600,12.1996,0.0207,0.0215
1284,256.800,12.8610,0.0209,0.0213
1285,257.000,13.3930,0.0208,0.0216
1286,257.200,13.0543,0.0250,0.0210
1287,257.400,12.3113,0.0374,0.0213
1288,257.600,11.8406,0.0247,0.0215
